timestamp,ranging.distance0,ranging.distance1,ranging.inD01,ranging.inD10,ranging.height0,ranging.height1,ranging.height2,ranging.yawR0,ranging.yawR1,ranging.vx0,ranging.vx1,ranging.vy0,ranging.vy1,ranging.vz0,ranging.vz1,kalman.stateZ,kalman.statePX,kalman.statePY,kalman.statePZ,stateEstimateZ.rateYaw,time_s
51450.612,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019999999552965164,0.0003982486668974161,-0.00022039619216229767,-0.0008003159891813993,-2,0.0
51452.537,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019999999552965164,0.0003982486668974161,-0.00022039619216229767,-0.0008003159891813993,-2,0.0019249999999956344
51454.544,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01999126933515072,0.00019128454732708633,-0.0002725719241425395,-0.000916057382710278,0,0.003932000000000699
51456.497,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01999126933515072,0.00019128454732708633,-0.0002725719241425395,-0.000916057382710278,0,0.005885000000002037
51458.47,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01999126933515072,0.00019128454732708633,-0.0002725719241425395,-0.000916057382710278,0,0.007858000000000174
51460.493,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01999126933515072,0.00019128454732708633,-0.0002725719241425395,-0.000916057382710278,0,0.009881000000001222
51462.422,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01999126933515072,0.00019128454732708633,-0.0002725719241425395,-0.000916057382710278,0,0.011809999999997671
51464.447,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019980119541287422,5.436353148979833e-06,-0.00030925212195143104,-0.0010969816939905286,0,0.013834999999999128
51466.374,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019999999552965164,0.00013391647371463478,0.0002663921331986785,-0.001019814400933683,0,0.015762000000002444
51468.353,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019999999552965164,0.00013391647371463478,0.0002663921331986785,-0.001019814400933683,0,0.017741000000001804
51470.382,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019999999552965164,0.00013391647371463478,0.0002663921331986785,-0.001019814400933683,0,0.019769999999996797
51472.312,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.019999999552965164,0.00013391647371463478,0.0002663921331986785,-0.001019814400933683,0,0.02169999999999709
51474.325,1177,2458,956,995,1.3191285133361816,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01998933218419552,-3.735038990271278e-05,0.0002676299773156643,-0.0011181914014741778,-1,0.023712999999996102
51476.268,1186,2458,1032,995,1.3256014585494995,0.02003948949277401,0.0,9.999999974752427e-07,0.025781875476241112,9.999999974752427e-07,-0.0007873799186199903,9.999999974752427e-07,0.000830172561109066,9.999999974752427e-07,0.002052965573966503,0.01998933218419552,-3.735038990271278e-05,0.0002676299773156643,-0.0011181914014741778,-3,0.0256559999999954
51478.244,1186,2483,1032,1032,1.3256014585494995,0.02001829259097576,0.0,9.999999974752427e-07,-0.16585198044776917,9.999999974752427e-07,-0.0005115197855047882,9.999999974752427e-07,0.0008132127113640308,9.999999974752427e-07,0.001777585013769567,0.01998933218419552,-3.735038990271278e-05,0.0002676299773156643,-0.0011181914014741778,-2,0.027631999999997787
51480.262,1186,2483,1032,1032,1.3256014585494995,0.02001829259097576,0.0,9.999999974752427e-07,-0.16585198044776917,9.999999974752427e-07,-0.0005115197855047882,9.999999974752427e-07,0.0008132127113640308,9.999999974752427e-07,0.001777585013769567,0.01998933218419552,-3.735038990271278e-05,0.0002676299773156643,-0.0011181914014741778,0,0.029650000000001456
