timestamp,ranging.distance0,ranging.distance2,ranging.inD02,ranging.inD20,ranging.height0,ranging.height1,ranging.height2,ranging.yawR0,ranging.yawR2,ranging.vx0,ranging.vx2,ranging.vy0,ranging.vy2,ranging.vz0,ranging.vz2,kalman.stateZ,kalman.statePX,kalman.statePY,kalman.statePZ,stateEstimateZ.rateYaw,time_s
41736.281,995,2458,1177,1177,1.320745587348938,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.019999999552965164,0.00012642329966183752,-0.0006051539676263928,0.001916447770781815,-2,0.0
41738.229,995,2458,1177,1177,1.320745587348938,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.020019298419356346,-0.00017499753448646516,-0.0004241506685502827,0.0019822774920612574,0,0.0019479999999966822
41740.249,1046,2458,1177,1177,1.322364091873169,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.020019298419356346,-0.00017499753448646516,-0.0004241506685502827,0.0019822774920612574,1,0.0039680000000007565
41742.177,1046,2458,1177,1177,1.322364091873169,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.020019298419356346,-0.00017499753448646516,-0.0004241506685502827,0.0019822774920612574,1,0.00589600000000064
41744.151,1046,2458,1177,1177,1.322364091873169,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.020019298419356346,-0.00017499753448646516,-0.0004241506685502827,0.0019822774920612574,1,0.007869999999995343
41746.153,1046,2458,1177,1177,1.322364091873169,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.020019298419356346,-0.00017499753448646516,-0.0004241506685502827,0.0019822774920612574,2,0.00987199999999575
41748.104,978,2458,1177,1177,1.3239831924438477,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.02003912441432476,-0.0004103338869754225,-7.624063437106088e-05,0.0019834530539810658,3,0.011822999999996682
41750.131,1032,2458,1177,1177,1.3239831924438477,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.02003912441432476,-0.0004103338869754225,-7.624063437106088e-05,0.0019834530539810658,2,0.013849999999998544
41752.05,1032,2458,1177,1177,1.3239831924438477,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.02003912441432476,-0.0004103338869754225,-7.624063437106088e-05,0.0019834530539810658,0,0.015769000000000234
41754.031,1032,2458,1177,1177,1.3239831924438477,0.0,0.019999999552965164,0.0,-0.07239411771297455,0.0,0.0003982477937825024,0.0,-0.00022039572650101036,0.0,-0.0008003144757822156,0.02003912441432476,-0.0004103338869754225,-7.624063437106088e-05,0.0019834530539810658,-1,0.01775
