d0_timestamp,d0_ranging.distance0,d0_ranging.distance1,d0_ranging.distance2,d0_acc.x,d0_acc.y,d0_acc.z,d0_gyro.x,d0_gyro.y,d0_gyro.z,d0_range.zrange,d0_mtf02.dpixelX,d0_mtf02.dpixelY,d0_mtf02.flowQual,d0_stateEstimate.vx,d0_stateEstimate.vy,d0_stateEstimate.vz,d0_kalman.statePX,d0_kalman.statePY,d0_kalman.statePZ,d0_stateEstimateZ.rateYaw,d0_t_s,d1_timestamp,d1_ranging.distance0,d1_ranging.distance1,d1_ranging.distance2,d1_acc.x,d1_acc.y,d1_acc.z,d1_gyro.x,d1_gyro.y,d1_gyro.z,d1_range.zrange,d1_mtf02.dpixelX,d1_mtf02.dpixelY,d1_mtf02.flowQual,d1_stateEstimate.vx,d1_stateEstimate.vy,d1_stateEstimate.vz,d1_kalman.statePX,d1_kalman.statePY,d1_kalman.statePZ,d1_stateEstimateZ.rateYaw,d1_t_s,d2_timestamp,d2_ranging.distance0,d2_ranging.distance1,d2_ranging.distance2,d2_acc.x,d2_acc.y,d2_acc.z,d2_gyro.x,d2_gyro.y,d2_gyro.z,d2_range.zrange,d2_mtf02.dpixelX,d2_mtf02.dpixelY,d2_mtf02.flowQual,d2_stateEstimate.vx,d2_stateEstimate.vy,d2_stateEstimate.vz,d2_kalman.statePX,d2_kalman.statePY,d2_kalman.statePZ,d2_stateEstimateZ.rateYaw,d2_t_s
33659.149,0.0,1748.0,1552.0,0.009441840462386608,0.01985003426671028,0.9992942214012146,-0.14162704348564148,0.4454582631587982,0.21943385899066925,0.0,0.0,0.0,0.0,3.2794864177703857,3.4750006198883057,0.3676532506942749,3.34379243850708,3.429203987121582,-0.15977810323238373,3.0,6.106991999999998,41982.972,595.0,0.0,1895.0,-0.05141020566225052,0.07345136255025864,0.9978270530700684,-0.15423715114593506,-0.17108795046806335,-0.1710650473833084,20.0,0.0,0.0,178.0,-0.003917294088751078,0.005912980064749718,-0.00785855669528246,-0.0038569180760532618,0.005807217210531235,-0.007966574281454086,-2.0,0.0,38633.091,1609.0,2066.0,0.0,0.7311863303184509,0.0941687524318695,1.1617780923843384,134.91905212402344,-16.354413986206055,186.75535583496094,1068.0,0.0,-4.0,89.0,0.05891396477818489,0.027669958770275116,-0.045704782009124756,0.06008140742778778,0.027298767119646072,-0.04438958317041397,3259.0,5.08661
33661.121,0.0,1748.0,1552.0,0.009056253358721733,0.01990199089050293,0.9994639754295349,0.07744226604700089,0.32396170496940613,0.09837499260902405,0.0,0.0,0.0,0.0,3.2794864177703857,3.4750006198883057,0.3676532506942749,3.34379243850708,3.429203987121582,-0.15977810323238373,1.0,6.108964,41985.001,595.0,0.0,1888.0,-0.051601581275463104,0.07308726757764816,0.9978341460227966,0.06524280458688736,0.07144918292760849,-0.12038153409957886,20.0,0.0,0.0,178.0,-0.003917294088751078,0.005912980064749718,-0.00785855669528246,-0.00796733982861042,0.011822959408164024,-0.008182749152183533,-2.0,0.002028999999994994,38635.345,1609.0,1999.0,0.0,0.047141462564468384,-0.7647164463996887,1.3486157655715942,77.57701110839844,-16.42056655883789,375.5690612792969,1068.0,0.0,-4.0,89.0,0.05891396477818489,0.027669958770275116,-0.045704782009124756,0.06008140742778778,0.027298767119646072,-0.04438958317041397,6554.0,5.088864000000002
33663.327,0.0,1692.0,1552.0,0.008724923245608807,0.019882161170244217,0.999580979347229,0.21139031648635864,0.18901711702346802,-0.07922299206256866,0.0,0.0,0.0,0.0,3.2794864177703857,3.4750006198883057,0.3676532506942749,3.34379243850708,3.429203987121582,-0.15977810323238373,-1.0,6.111169999999999,41986.942,595.0,0.0,1888.0,-0.05171746015548706,0.07290297001600266,0.9976270198822021,0.21132788062095642,0.3562374711036682,-0.14856810867786407,20.0,0.0,0.0,178.0,-0.003917294088751078,0.005912980064749718,-0.00785855669528246,-0.007967322133481503,0.011812875978648663,-0.008178874850273132,-2.0,0.0039700000000011644,38637.077,1609.0,1971.0,0.0,-0.6772972941398621,-1.461615800857544,1.4758026599884033,1.0955286026000977,-14.072409629821777,266.6604919433594,1068.0,0.0,-4.0,89.0,0.05891396477818489,0.027669958770275116,-0.045704782009124756,0.06008140742778778,0.027298767119646072,-0.04438958317041397,4654.0,5.090595999999998
33665.124,0.0,1657.0,1552.0,0.008185950107872486,0.019501913338899612,0.9995408654212952,0.10578551143407822,0.03752918913960457,-0.1204579547047615,0.0,0.0,0.0,0.0,3.2794864177703857,3.4750006198883057,0.3676532506942749,3.34379243850708,3.429203987121582,-0.15977810323238373,-2.0,6.112967000000004,41988.933,595.0,0.0,1888.0,-0.051455073058605194,0.07258591800928116,0.9975314736366272,0.1584724336862564,0.24082514643669128,-0.18713459372520447,20.0,0.0,0.0,178.0,-0.003917294088751078,0.005912980064749718,-0.00785855669528246,-0.007967395707964897,0.011904118582606316,-0.007917744107544422,-3.0,0.005960999999995693,38639.028,1609.0,1971.0,0.0,-0.8485243916511536,-1.7436801195144653,1.5546717643737793,-61.24263381958008,3.439025402069092,-83.31404876708984,1068.0,0.0,-4.0,89.0,0.05891396477818489,0.027669958770275116,-0.045704782009124756,0.06008140742778778,0.027298767119646072,-0.04438958317041397,-1454.0,5.092546999999999
33667.104,0.0,1621.0,1552.0,0.007473999634385109,0.018911100924015045,0.9992053508758545,-0.04161929711699486,-0.04617587849497795,-0.056327417492866516,0.0,0.0,0.0,0.0,3.2794864177703857,3.4750006198883057,0.3676532506942749,3.34379243850708,3.429203987121582,-0.15977810323238373,0.0,6.114947,41990.875,595.0,0.0,1888.0,-0.05091626197099686,0.07228174060583115,0.9976508021354675,0.12443485856056213,-0.057146105915308,-0.14382314682006836,20.0,0.0,0.0,178.0,-0.003917294088751078,0.005912980064749718,-0.00785855669528246,0.00013406353536993265,0.011904049664735794,-0.007919002324342728,-2.0,0.007902999999998429,38641.008,1609.0,1971.0,0.0,-0.58439040184021,-1.209525227546692,1.4801727533340454,-92.7260513305664,21.080339431762695,-357.2986145019531,1068.0,0.0,-10.0,89.0,0.05891396477818489,0.027669958770275116,-0.045704782009124756,0.06008140742778778,0.027298767119646072,-0.04438958317041397,-6236.0,5.094527000000002
33669.036,0.0,1621.0,1603.0,0.0069790310226380825,0.018255695700645447,0.9986265897750854,-0.11329473555088043,0.08698107302188873,-0.02915656752884388,0.0,0.0,0.0,0.0,3.2793772220611572,3.4631121158599854,0.3663693368434906,3.343442440032959,3.4173059463500977,-0.1587117463350296,0.0,6.116879000000001,41992.848,595.0,0.0,1888.0,-0.05058683082461357,0.07209520787000656,0.9978764653205872,0.13633480668067932,-0.06723969429731369,-0.15309971570968628,20.0,0.0,0.0,178.0,-0.003917294088751078,0.005912980064749718,-0.00785855669528246,0.0001390455145156011,-0.00012298201909288764,-0.00791193824261427,-2.0,0.009875999999996566,38642.982,1649.0,1971.0,0.0,0.17751964926719666,-0.17757122218608856,1.2912828922271729,-73.30255126953125,20.715431213378906,-287.5413513183594,1068.0,0.0,-10.0,89.0,0.05891396477818489,0.027669958770275116,-0.045704782009124756,0.05934407562017441,0.02800743095576763,-0.008679574355483055,-5018.0,5.0965010000000035
33671.015,0.0,1621.0,1603.0,0.007112751714885235,0.017582684755325317,0.9982685446739197,-0.23132634162902832,0.18629933893680573,-0.10841090977191925,0.0,0.0,0.0,0.0,3.2793772220611572,3.4631121158599854,0.3663693368434906,3.343442440032959,3.4173059463500977,-0.1587117463350296,-1.0,6.118858,41994.872,595.0,0.0,1888.0,-0.05036255344748497,0.0721127837896347,0.99777752161026,0.10356959700584412,0.006869767792522907,-0.1058463379740715,20.0,0.0,0.0,178.0,6.581643538083881e-05,-2.2543244995176792e-05,-0.007913794368505478,-0.003985996823757887,0.0057573928497731686,-0.008124365471303463,-1.0,0.011900000000001455,38645.007,1649.0,2027.0,0.0,0.756299614906311,-0.05535609647631645,1.0399826765060425,4.013387680053711,2.6955928802490234,132.526611328125,1068.0,0.0,-10.0,89.0,0.0584278367459774,0.02958003245294094,-0.009626147337257862,0.05934407562017441,0.02800743095576763,-0.008679574355483055,2313.0,5.098525999999998
33672.994,0.0,1621.0,1616.0,0.007665334269404411,0.01697707176208496,0.9982939958572388,-0.25579148530960083,0.16334956884384155,-0.190299853682518,0.0,0.0,0.0,0.0,3.2793772220611572,3.4631121158599854,0.3663693368434906,3.343442440032959,3.4173059463500977,-0.1587117463350296,-3.0,6.120837,41996.807,595.0,0.0,1888.0,-0.04985029250383377,0.07233220338821411,0.9975313544273376,0.07394745945930481,-0.08598347753286362,-0.003265552455559373,20.0,0.0,0.0,178.0,6.581643538083881e-05,-2.2543244995176792e-05,-0.007913794368505478,-0.004018870182335377,0.0058024367317557335,-0.007878376170992851,0.0,0.013834999999999128,38646.969,1649.0,2027.0,0.0,0.39214760065078735,-1.4932124614715576,0.7760488986968994,105.19194793701172,-15.593888282775879,600.3463134765625,1068.0,0.0,-10.0,89.0,0.0584278367459774,0.02958003245294094,-0.009626147337257862,0.05934407562017441,0.02800743095576763,-0.008679574355483055,10478.0,5.100487999999998
33675.014,0.0,1648.0,1616.0,0.00811942107975483,0.016531847417354584,0.9984786510467529,-0.1443205326795578,0.2125123143196106,-0.21056659519672394,0.0,0.0,0.0,0.0,3.2793772220611572,3.4631121158599854,0.3663693368434906,3.343442440032959,3.4173059463500977,-0.1587117463350296,-3.0,6.122857000000003,41998.811,595.0,0.0,1888.0,-0.04933853819966316,0.07240288704633713,0.9972634315490723,0.034386828541755676,-0.17687007784843445,-0.08623292297124863,20.0,0.0,0.0,178.0,-0.004076913930475712,0.005905041005462408,-0.007771564647555351,-0.004018903709948063,0.005802412051707506,-0.007878376170992851,-1.0,0.015838999999999943,38648.915,1649.0,2027.0,0.0,-0.539348840713501,-3.2346863746643066,0.5087043046951294,157.453369140625,-31.738780975341797,638.1637573242188,1068.0,0.0,-10.0,89.0,0.0584278367459774,0.02958003245294094,-0.009626147337257862,0.05934407562017441,0.02800743095576763,-0.008679574355483055,11138.0,5.1024340000000015
33676.999,0.0,1648.0,1616.0,0.008074699901044369,0.016378356143832207,0.9985790848731995,-0.015323018655180931,0.3828946650028229,-0.18203634023666382,0.0,0.0,0.0,0.0,3.2793772220611572,3.4631121158599854,0.3663693368434906,3.343442440032959,3.4173059463500977,-0.1587117463350296,-3.0,6.124842000000005,42000.758,595.0,0.0,1888.0,-0.049035388976335526,0.07250743359327316,0.996707558631897,0.00027983332984149456,-0.11830749362707138,-0.07682495564222336,20.0,0.0,0.0,178.0,-0.004076913930475712,0.005905041005462408,-0.007771564647555351,-0.004018903709948063,0.005802412051707506,-0.007878376170992851,-1.0,0.01778600000000006,38650.89,1611.0,2027.0,0.0,-1.1258546113967896,-3.8552300930023193,0.23323501646518707,125.60298919677734,-41.22272872924805,88.73956298828125,1068.0,0.0,-10.0,89.0,0.0584278367459774,0.02958003245294094,-0.009626147337257862,0.05934407562017441,0.02800743095576763,-0.008679574355483055,1548.0,5.1044089999999995
