timestamp,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,range.zrange,mtf02.dpixelX,mtf02.dpixelY,mtf02.flowQual,locSrv.x,locSrv.y,locSrv.z,locSrv.qx,locSrv.qy,locSrv.qz,locSrv.qw
34846.345,0.002883578184992075,-0.010495364665985107,0.004134239163249731,0.023083625361323357,-0.042894575744867325,0.9968584775924683,-0.022370673716068268,-0.3125144839286804,-0.07390633225440979,20,0.0,0.0,161,-0.006041067652404308,0.04311750829219818,0.1494167000055313,-0.007610784377902746,0.005126346834003925,-0.012729667127132416,0.9998769164085388
34848.367,0.002883578184992075,-0.010495364665985107,0.004134239163249731,0.023426122963428497,-0.04201788827776909,0.9972113966941833,0.10336841642856598,-0.09742100536823273,-0.08992038667201996,20,0.0,0.0,161,-0.006041067652404308,0.04311750829219818,0.1494167000055313,-0.007610784377902746,0.005126346834003925,-0.012729667127132416,0.9998769164085388
34850.306,0.002883578184992075,-0.010495364665985107,0.004134239163249731,0.02426438219845295,-0.041518740355968475,0.9976907968521118,0.11154866218566895,-0.009558283723890781,-0.020380541682243347,20,0.0,0.0,161,-0.0059834495186805725,0.04307763651013374,0.14944149553775787,-0.007470517419278622,0.005349691491574049,-0.012731307186186314,0.9998767971992493
34852.287,0.0029491062741726637,-0.010652702301740646,0.017510918900370598,0.02499653771519661,-0.04132987558841705,0.9980773329734802,0.06694440543651581,-0.07770422846078873,0.015899203717708588,20,0.0,0.0,161,-0.0059834495186805725,0.04307763651013374,0.14944149553775787,-0.007470517419278622,0.005349691491574049,-0.012731307186186314,0.9998767971992493
34854.326,0.0029491062741726637,-0.010652702301740646,0.017510918900370598,0.02482816018164158,-0.04168890789151192,0.9981358051300049,0.024417627602815628,-0.24252310395240784,0.007787046022713184,20,0.0,0.0,161,-0.0056746103800833225,0.04266174137592316,0.14941637217998505,-0.006015254184603691,0.006597141269594431,-0.012646254152059555,0.9998802542686462
34856.248,0.0029491062741726637,-0.010652702301740646,0.017510918900370598,0.023938607424497604,-0.04243467375636101,0.9979336857795715,0.007233313284814358,-0.1622941493988037,0.09550274908542633,20,0.0,0.0,161,-0.0056746103800833225,0.04266174137592316,0.14941637217998505,-0.006015254184603691,0.006597141269594431,-0.012646254152059555,0.9998802542686462
34858.263,0.0027341258246451616,-0.010425089858472347,-0.014927060343325138,0.023127835243940353,-0.0431971475481987,0.9978349804878235,0.07073421031236649,0.11345948278903961,0.10299092531204224,20,0.0,0.0,161,-0.0056746103800833225,0.04266174137592316,0.14941637217998505,-0.006015254184603691,0.006597141269594431,-0.012646254152059555,0.9998802542686462
34860.211,0.0030525410547852516,-0.010786065831780434,-0.01501830667257309,0.022501587867736816,-0.04393627494573593,0.998127281665802,-0.012912639416754246,0.20805291831493378,-0.020823530852794647,20,0.0,0.0,161,-0.006057156249880791,0.04305267706513405,0.14940181374549866,-0.007321096025407314,0.005174180492758751,-0.012742373161017895,0.9998786449432373
34862.192,0.002895010868087411,-0.010415135882794857,-0.0025743176229298115,0.021886883303523064,-0.04442751035094261,0.998599648475647,-0.029024174436926842,0.13835646212100983,-0.0933837816119194,20,0.0,0.0,161,-0.006057156249880791,0.04305267706513405,0.14940181374549866,-0.007321096025407314,0.005174180492758751,-0.012742373161017895,0.9998786449432373
34864.221,0.002895010868087411,-0.010415135882794857,-0.0025743176229298115,0.021585309877991676,-0.0443229153752327,0.9988999366760254,0.055933550000190735,0.07345978915691376,-0.11616086214780807,20,0.0,0.0,161,-0.006057156249880791,0.04305267706513405,0.14940181374549866,-0.007321096025407314,0.005174180492758751,-0.012742373161017895,0.9998786449432373
34866.163,0.002895010868087411,-0.010415135882794857,-0.0025743176229298115,0.021634278818964958,-0.04379671812057495,0.9991685152053833,0.0886741504073143,0.10668608546257019,-0.08887957036495209,20,0.0,0.0,161,-0.005755129735916853,0.04274357855319977,0.14942000806331635,-0.006244229152798653,0.006317705847322941,-0.012854980304837227,0.9998779296875
34868.166,0.002760290401056409,-0.01010120753198862,0.00949501059949398,0.021711653098464012,-0.04355330765247345,0.999395489692688,0.10382762551307678,0.13387277722358704,0.03311668708920479,20,0.0,0.0,161,-0.005755129735916853,0.04274357855319977,0.14942000806331635,-0.006244229152798653,0.006317705847322941,-0.012854980304837227,0.9998779296875
34870.116,0.0028479283209890127,-0.01066613756120205,0.009483400732278824,0.02186398394405842,-0.04387056455016136,0.9992671012878418,0.0503818579018116,0.1809469759464264,0.07355055958032608,20,0.0,0.0,161,-0.005755129735916853,0.04274357855319977,0.14942000806331635,-0.006244229152798653,0.006317705847322941,-0.012854980304837227,0.9998779296875
34872.095,0.0028479283209890127,-0.01066613756120205,0.009483400732278824,0.02234744466841221,-0.04439001902937889,0.9989216923713684,0.06344053894281387,0.15787094831466675,0.018594274297356606,20,0.0,0.0,161,-0.006211584899574518,0.04311559721827507,0.1493477076292038,-0.007629531901329756,0.004559914581477642,-0.012972181662917137,0.9998763799667358
34874.134,0.0026680619921535254,-0.010256215929985046,0.023085014894604683,0.023044990375638008,-0.04473225027322769,0.9983618855476379,0.12622720003128052,-0.03052196465432644,-0.10882345587015152,20,0.0,0.0,161,-0.006211584899574518,0.04311559721827507,0.1493477076292038,-0.007629531901329756,0.004559914581477642,-0.012972181662917137,0.9998763799667358
34876.07,0.0020227795466780663,-0.0092470096424222,0.023075729608535767,0.02364378795027733,-0.044591471552848816,0.9977170825004578,0.14323776960372925,-0.18608082830905914,-0.19426774978637695,20,0.0,0.0,161,-0.006089536473155022,0.0431593656539917,0.14944642782211304,-0.007736276835203171,0.004999454133212566,-0.01272139698266983,0.9998767375946045
34878.071,0.0026025387924164534,-0.010070192627608776,-0.010818886570632458,0.024218440055847168,-0.04425457492470741,0.9971384406089783,0.14182081818580627,-0.13832738995552063,-0.17384621500968933,20,0.0,0.0,161,-0.006089536473155022,0.0431593656539917,0.14944642782211304,-0.007736276835203171,0.004999454133212566,-0.01272139698266983,0.9998767375946045
34880.02,0.002752801403403282,-0.010648095980286598,-0.010834300890564919,0.02479569986462593,-0.04410393536090851,0.9966957569122314,0.09972924739122391,0.00979711301624775,-0.07393059879541397,20,0.0,0.0,161,-0.006089536473155022,0.0431593656539917,0.14944642782211304,-0.007736276835203171,0.004999454133212566,-0.01272139698266983,0.9998767375946045
34882.001,0.002752801403403282,-0.010648095980286598,-0.010834300890564919,0.02513088658452034,-0.043888092041015625,0.9964591264724731,-4.039746636408381e-05,0.1445324718952179,0.04993956908583641,20,0.0,0.0,161,-0.005792425479739904,0.04280170053243637,0.14944009482860565,-0.006367281544953585,0.006208511069417,-0.012832539156079292,0.9998781681060791
34884.037,0.002605245914310217,-0.010306448675692081,0.0017182790907099843,0.025070957839488983,-0.04366369917988777,0.9964258670806885,0.031883589923381805,0.13782435655593872,0.04073440656065941,20,0.0,0.0,161,-0.005792425479739904,0.04280170053243637,0.14944009482860565,-0.006367281544953585,0.006208511069417,-0.012832539156079292,0.9998781681060791
34885.963,0.002605245914310217,-0.010306448675692081,0.0017182790907099843,0.02480066940188408,-0.04365376755595207,0.9962834715843201,0.056244924664497375,-0.060764387249946594,-0.03681079298257828,20,0.0,0.0,161,-0.005792425479739904,0.04280170053243637,0.14944009482860565,-0.006367281544953585,0.006208511069417,-0.012832539156079292,0.9998781681060791
34887.988,0.002605245914310217,-0.010306448675692081,0.0017182790907099843,0.024459343403577805,-0.04361068084836006,0.995987057685852,0.15863534808158875,-0.16673922538757324,-0.0984610915184021,20,0.0,0.0,161,-0.006114289630204439,0.04311555624008179,0.14939862489700317,-0.007583945523947477,0.004827739670872688,-0.01275186613202095,0.9998782873153687
34889.924,0.002791105769574642,-0.010430736467242241,0.015630723908543587,0.024048881605267525,-0.043539322912693024,0.995831310749054,0.34629327058792114,-0.03925468027591705,-0.21493743360042572,20,0.0,0.0,161,-0.006114289630204439,0.04311555624008179,0.14939862489700317,-0.007583945523947477,0.004827739670872688,-0.01275186613202095,0.9998782873153687
