time,x,y,z,vx,vy,vz,vx_b,vy_b,vz_b,roll,pitch,yaw
0.0020000000000024443,1.0369457237551791,0.9119542816188732,0.007288552183874828,0.016119072599703098,-0.07089010682731672,0.1006152596288569,0.016119072599703098,-0.07089010682731672,0.1006152596288569,-1.0480301403000547,1.1283521660949725,-2.159672775626404
0.003930000000003986,1.0362524779886513,0.9135073053005722,0.007126635651198512,0.015917476973838853,-0.06983778086835915,0.09897172155994689,0.015917476973838853,-0.06983778086835915,0.09897172155994689,-1.0256761493673754,1.1038130602549872,-2.1097296342695695
0.005960000000001742,1.0355602334157765,0.915059326980344,0.00696537028106295,0.015712035839823304,-0.0687829773283167,0.09732902682749543,0.015712035839823304,-0.0687829773283167,0.09732902682749543,-1.0033004782504356,1.0794534187927494,-2.059921832623464
0.007900000000006457,1.0348693343593067,0.9166094600741042,0.006804843357744787,0.015503062528080798,-0.06772638060265708,0.09568802505237146,0.015503062528080798,-0.06772638060265708,0.09568802505237146,-0.9809231361690821,1.0552874336680738,-2.0102819268901952
0.009881000000007134,1.0341801146279832,0.9181568436121518,0.006645141928516858,0.015290854703183579,-0.06666865805461446,0.09404955002371851,0.015290854703183579,-0.06666865805461446,0.09404955002371851,-0.9585637129142393,1.0313297915183288,-1.9608426629379885
0.011901000000001716,1.0334928927157057,0.9197006527407043,0.006486352134087737,0.01507569011675402,-0.06561045707414202,0.09241441094979992,0.01507569011675402,-0.06561045707414202,0.09241441094979992,-0.936241311092276,1.0075949232143753,-1.9116367942476595
0.013834000000009894,1.0328079582830085,0.9212400978004086,0.006328558076952265,0.014857832574222053,-0.0645524093688447,0.09078339046388467,0.014857832574222053,-0.0645524093688447,0.09078339046388467,-0.9139745791990028,0.9840963283301247,-1.8626966816330366
0.015848000000005413,1.0321255695971694,0.9227744124390372,0.006171843478903325,0.014637545659293797,-0.0634951260806644,0.08915724536949605,0.014637545659293797,-0.0634951260806644,0.08915724536949605,-0.8917816232584838,0.9608462988833482,-1.8140537753866794
0.017796000000004142,1.0314459625041272,0.9243028440487764,0.006016292917139025,0.014415101922499915,-0.06243918604594308,0.08753670493280626,0.014415101922499915,-0.06243918604594308,0.08753670493280626,-0.8696796784248243,0.9378555379484645,-1.7657383984719037
0.019782000000006406,1.0307693558925042,0.9258246544989354,0.0058619890435037975,0.014190782939926571,-0.061385133552482755,0.08592246813730733,0.014190782939926571,-0.061385133552482755,0.08592246813730733,-0.8476847955621222,0.9151327534205276,-1.7177797760995168
0.02180900000000463,1.030095951747105,0.9273391283164494,0.005709009387012606,0.013964880784150204,-0.0603334878710659,0.08431520255134482,0.013964880784150204,-0.0603334878710659,0.08431520255134482,-0.825811843455712,0.8926846894613761,-1.6702059807084246
0.023739000000006172,1.0294259386896298,0.9288455815063518,0.00555742530415752,0.013737702342498473,-0.05928475278100816,0.08271554669789044,0.013737702342498473,-0.05928475278100816,0.08271554669789044,-0.8040748951041348,0.8705165844102084,-1.62304390864386
0.025750999999999635,1.0287595002090981,0.9303433668905539,0.005407301804122387,0.01350956761959547,-0.05823941393149113,0.08112411125840216,0.01350956761959547,-0.05823941393149113,0.08112411125840216,-0.7824876769875688,0.8486327887546355,-1.5763192161672905
0.027700000000002944,1.028096819650433,0.9318318731688688,0.00525869848233012,0.013280800512421517,-0.05719792825771929,0.07954147660296142,0.013280800512421517,-0.05719792825771929,0.07954147660296142,-0.7610635593719504,0.8270373854728374,-1.5300563255377655
0.0296950000000038,1.0274380812899435,0.9333105153650874,0.0051116712402958855,0.01305171771613395,-0.05616071832311688,0.07796819330831667,0.01305171771613395,-0.05616071832311688,0.07796819330831667,-0.7398149141601809,0.8057347898794314,-1.484278928117213
0.0317100000000039,1.0267834698898628,0.934778725073339,0.0049662724021205164,0.012822620393456316,-0.05512817123199301,0.07640478587116088,0.012822620393456316,-0.05512817123199301,0.07640478587116088,-0.7187524116240823,0.7847300046484671,-1.439010453736745
0.0336420000000075,1.0261331651883696,0.9362359521038306,0.004822549337045921,0.012593787888381548,-0.05410063854763542,0.07485175497093852,0.012593787888381548,-0.05410063854763542,0.07485175497093852,-0.6978849097349263,0.7640281724772197,-1.3942739022460022
0.03566400000000414,1.025487334533533,0.9376816687121281,0.00468054374569565,0.012365475016617994,-0.05307844260108867,0.0733095772390064,0.012365475016617994,-0.05307844260108867,0.0733095772390064,-0.6772199846273681,0.7436339047193277,-1.350091708160443
0.03760400000000175,1.0248461304823335,0.9391153646059208,0.004540292049753805,0.0121379163928522,-0.052061890223376144,0.07177870373865473,0.0121379163928522,-0.052061890223376144,0.07177870373865473,-0.6567645938217462,0.7235512281101482,-1.3064859644506035
0.03958400000000495,1.0242096936593383,0.9405365432721435,0.004401826744320234,0.011911329744035509,-0.05105128362588299,0.0702595617673355,0.011911329744035509,-0.05105128362588299,0.0702595617673355,-0.6365254485744847,0.7037839673476629,-1.2634782263614515
0.041614000000002704,1.0235781569602096,0.9419447273751381,0.004265177465005255,0.011685909210265145,-0.05004692432523589,0.0687525586739068,0.011685909210265145,-0.05004692432523589,0.0687525586739068,-0.6165093479689402,0.6843354218938593,-1.221088588330358
0.043558000000004427,1.0229516450485079,0.9433394653221531,0.0041303703519457655,0.0114618183522069,-0.04904911655911758,0.06725808406940934,0.0114618183522069,-0.04904911655911758,0.06725808406940934,-0.5967233421034052,0.6652073192823933,-1.1793346673519483
0.04557200000000705,1.0223302710587097,0.9447203333505769,0.0039974283470527484,0.011239191764711755,-0.04805816499938884,0.0657765149856331,0.011239191764711755,-0.04805816499938884,0.0657765149856331,-0.5771742452287196,0.6463995513036113,-1.1382312147630491
0.04750900000000513,1.021714139129875,0.9460869341287322,0.0038663740160204125,0.011018137518309727,-0.047074360260297085,0.06430822288908389,0.011018137518309727,-0.047074360260297085,0.06430822288908389,-0.5578680683095808,0.6279111971558947,-1.0977905479204464
0.04949600000000487,1.0211033491471715,0.9474388958084792,0.0037372311241747223,0.010798742191456198,-0.046097968095263835,0.06285357183923788,0.010798742191456198,-0.046097968095263835,0.06285357183923788,-0.5388100566728089,0.6097415742269099,-1.0580233103723402
0.05151800000000151,1.0204979942104262,0.9487758712555955,0.0036100228765478474,0.010581085577897144,-0.04512923361266426,0.06141290770445512,0.010581085577897144,-0.04512923361266426,0.06141290770445512,-0.5200050488433704,0.5918904739079394,-1.0189388990840782
0.05345100000000258,1.0198981556764715,0.9500975365306966,0.0034847695684184802,0.010365256211179664,-0.04416839054132902,0.059986551391286815,0.010365256211179664,-0.04416839054132902,0.059986551391286815,-0.5014575984056355,0.5743579605732904,-0.9805454896153645
0.05547200000000885,1.0193039051262658,0.9514035902605243,0.003361487883706707,0.010151358158933943,-0.043215671229926075,0.05857479985219678,0.010151358158933943,-0.043215671229926075,0.05857479985219678,-0.4831718291503943,0.557144220817269,-0.9428498751121026
0.05742000000000047,1.0187153106307616,0.9526937519776019,0.0032401916215510475,0.009939503678443415,-0.04227131491262532,0.05717792896041569,0.009939503678443415,-0.04227131491262532,0.05717792896041569,-0.4651514116889666,0.5402496931691037,-0.9058574639103582
0.05939400000000461,1.0181324405870567,0.9539677600202024,0.003120893188837853,0.009729795285973881,-0.041335563344366784,0.05579619436452144,0.009729795285973881,-0.041335563344366784,0.05579619436452144,-0.4473994793482311,0.5236751980224352,-0.8695727275699061
0.061424000000002366,1.0175553668664619,0.955225369154334,0.0030036046920352616,0.009522316591691834,-0.04040865139570555,0.05442982648807035,0.009522316591691834,-0.04040865139570555,0.05442982648807035,-0.42991796031753843,0.5074215797098006,-0.8339996389139841
0.06336700000000661,1.0169841707010383,0.9564663455614886,0.0028883376427090925,0.00931713796836884,-0.03949080237625271,0.05307902547135052,0.00931713796836884,-0.03949080237625271,0.05307902547135052,-0.4127069453240691,0.49148932699381814,-0.7991417995462073
0.06537300000000101,1.0164189430159447,0.957690462113644,0.0027751021737361637,0.00911432522285457,-0.03858221881695576,0.051743967664695856,0.00911432522285457,-0.03858221881695576,0.051743967664695856,-0.39576512089817645,0.4758785388774057,-0.7650022916960603
0.06731800000000732,1.0158597729400825,0.9588974988892209,0.002663907282641785,0.008913945878455457,-0.037683074946450124,0.050424815863198004,0.008913945878455457,-0.037683074946450124,0.050424815863198004,-0.3790907373828419,0.4605886404753174,-0.7315829366530603
0.06930799999999948,1.0153067366458932,0.9600872510463945,0.0025547613443233324,0.008716072484277427,-0.0367935219038377,0.04912171965847294,0.008716072484277427,-0.0367935219038377,0.04912171965847294,-0.36268204497145373,0.4456179681194996,-0.6988833823906289
0.07133900000000182,1.0147598994210982,0.9612595375722288,0.0024476703580723824,0.008520782475868663,-0.035913697955981386,0.04783480909638184,0.008520782475868663,-0.035913697955981386,0.04783480909638184,-0.34653732322364755,0.4309638824898294,-0.6669008492070047
