time,x,y,z,vx,vy,vz,vx_b,vy_b,vz_b,roll,pitch,yaw
0.001999999999995339,1.036997573253656,0.9965114213351978,0.004734934012516851,0.05572224120668024,0.03797314421884628,-0.029067429756222115,0.05572224120668024,0.03797314421884628,-0.029067429756222115,2.7221288324452955,-4.237083359249542,-2.707070205839114
0.003985999999983392,1.0363033545884635,0.9965838951626131,0.004671758339481032,0.05466484139612698,0.037186327170020635,-0.028503284817174387,0.05466484139612698,0.037186327170020635,-0.028503284817174387,2.6665299185864466,-4.170293012471759,-2.6512615713000485
0.006032999999987965,1.0356101385219953,0.9966584774391525,0.00460857466664494,0.05360943493177077,0.036400635872271776,-0.027939337696706996,0.05360943493177077,0.036400635872271776,-0.027939337696706996,2.6109243153552235,-4.1034609696626365,-2.595506425607508
0.007977999999994267,1.0349182698602253,0.9967352321156793,0.004545416278341102,0.052556592782341253,0.035616531057984936,-0.027375891859864398,0.052556592782341253,0.035616531057984936,-0.027375891859864398,2.5553470985609796,-4.03662639637877,-2.539836929944203
0.00992300000000057,1.0342280828803605,0.9968142097654926,0.004482316068383432,0.05150686669013596,0.03483445912752293,-0.02681322372277383,0.05150686669013596,0.03483445912752293,-0.02681322372277383,2.499832353279697,-3.9698266045277295,-2.484284759182978
0.011906999999993673,1.0335398965232738,0.99689544382869,0.004419306482860868,0.0504607762611505,0.034054853231547284,-0.026251587209269928,0.0504607762611505,0.034054853231547284,-0.026251587209269928,2.444412757535161,-3.9030971790553886,-2.428881210475709
0.013883999999990237,1.0328540008560083,0.9969789541320457,0.004356418397460686,0.04941880186048798,0.03327814010492181,-0.025691227376687567,0.04941880186048798,0.03327814010492181,-0.025691227376687567,2.3891196472103253,-3.836472224576778,-2.373657009199927
0.016145999999992,1.0321706545082932,0.9970647541030591,0.004293681645382251,0.048381385683529156,0.03250474379259236,-0.025132401397439687,0.048381385683529156,0.03250474379259236,-0.025132401397439687,2.3339834424936923,-3.7699843568796263,-2.3186418875588397
0.017877999999996064,1.0314900936570524,0.9971528554273128,0.004231127130996933,0.047348935617339695,0.03173508749846177,-0.024575387135656202,0.047348935617339695,0.03173508749846177,-0.024575387135656202,2.2790337284869047,-3.703664624561116,-2.2638643464848593
0.01983699999999544,1.0308125374980956,0.9972432669487263,0.004168787355326145,0.046321825268652014,0.030969595839569573,-0.024020473358768873,0.046321825268652014,0.030969595839569573,-0.024020473358768873,2.224298986333092,-3.6375427984879773,-2.209351908580343
0.021807999999992944,1.030138188299693,0.997335990138778,0.004106694891522819,0.0453003938891102,0.030208698310488464,-0.0234679458552447,0.0453003938891102,0.030208698310488464,-0.0234679458552447,2.169806510154282,-3.5716479424193097,-2.155131610780723
0.023787999999996146,1.0294672349482545,0.9974310161521275,0.004044880986775003,0.04428495319286354,0.02945282857291072,-0.02291807914264004,0.04428495319286354,0.02945282857291072,-0.02291807914264004,2.1155823758666625,-3.5060088808002328,-2.1012300377085764
0.025815999999991845,1.0287998611903086,0.9975283252987848,0.00398337427011741,0.04327579567512752,0.028702414870196744,-0.022371138970911253,0.04327579567512752,0.028702414870196744,-0.022371138970911253,2.0616510510798927,-3.4406541805773334,-2.0476725628775956
0.027789999999995985,1.0281362506280836,0.9976278854545049,0.00392219995424673,0.042273197142951774,0.027957865362535687,-0.021827395175529687,0.042273197142951774,0.027957865362535687,-0.021827395175529687,2.0080349636270896,-3.3756114046183257,-1.9944825325539552
0.0297300000000007,1.027476587796501,0.997729651390286,0.003861381548643351,0.04127741736060783,0.02721956139831198,-0.0212871295088864,0.04127741736060783,0.02721956139831198,-0.0212871295088864,1.954754699561843,-3.3109063311692184,-1.941681395050612
0.0317139999999938,1.026821057717089,0.9978335695352722,0.0038009441958012607,0.04028870169263066,0.02648786536988579,-0.020750626045104317,0.04028870169263066,0.02648786536988579,-0.020750626045104317,1.9018296147917695,-3.246562941915752,-1.8892892006486206
0.03368899999999542,1.0261698403802704,0.997939581919112,0.003740916340186474,0.03930728214955706,0.025763128394875708,-0.020218156944736502,0.03930728214955706,0.025763128394875708,-0.020218156944736502,1.849278094917991,-3.1826038733465944,-1.8373246760842359
0.03594699999999307,1.0255231033689696,0.9980476229271664,0.0036813282595863327,0.03833338025822942,0.025045688520348636,-0.019689982693286003,0.03833338025822942,0.025045688520348636,-0.019689982693286003,1.79711756294205,-3.1190507706260755,-1.7858055787577587
0.03769599999999684,1.024880999454265,0.9981576173464893,0.0036222097017572594,0.037367213619172494,0.02433586684600991,-0.019166359964586648,0.037367213619172494,0.02433586684600991,-0.019166359964586648,1.745364555981541,-3.055924472670851,-1.7347494431028272
0.03963199999999745,1.0242436694580759,0.9982694856592906,0.0035635892049121617,0.0364090008093749,0.023633962761801703,-0.01864754557765201,0.0364090008093749,0.023633962761801703,-0.01864754557765201,1.6940345920367597,-2.9932449819953346,-1.684173919562041
0.041612999999998124,1.02361124646257,0.9983831463990633,0.0035054951523854224,0.03545895632104928,0.022940250264202103,-0.01813380248343502,0.03545895632104928,0.022940250264202103,-0.01813380248343502,1.6431419739142306,-2.931031366719038,-1.6340967972933134
0.04359899999998618,1.02298385530626,0.9984985071937891,0.0034479575356381555,0.03451727729725073,0.0222549824045544,-0.01762540441462869,0.03451727729725073,0.0222549824045544,-0.01762540441462869,1.5927000289755002,-2.8693018711166958,-1.5845359825728818
0.0456219999999945,1.0223616092823948,0.9986154530207199,0.0033910087025174705,0.03358413557717403,0.021578399769591045,-0.017122629670444485,0.03358413557717403,0.021578399769591045,-0.017122629670444485,1.542721611944836,-2.808073853129289,-1.5355091442644817
0.047610000000005925,1.0217446126761833,0.998733847771174,0.0033346821075460422,0.03265968181114488,0.020910738519772903,-0.01662575058327961,0.03265968181114488,0.020910738519772903,-0.01662575058327961,1.4932195095586944,-2.747363411177332,-1.487033098291885
0.04953899999999578,1.0211329655129713,0.9988535512859702,0.0032790109236608463,0.03174405339471018,0.020252233446272937,-0.01613502724318117,0.03174405339471018,0.020252233446272937,-0.01613502724318117,1.4442067004976493,-2.6871852932366855,-1.439123307991449
0.051515999999992346,1.0205267610232416,0.9989744350666018,0.0032240281909658715,0.030837376526731113,0.01960310608473513,-0.015650702516953486,0.030837376526731113,0.01960310608473513,-0.015650702516953486,1.395696234780059,-2.6275531393237763,-1.3917937577366517
0.05349699999999302,1.019926080678003,0.9990963824938788,0.003169766750358812,0.02993976385687007,0.018963548681077948,-0.01517299675053619,0.02993976385687007,0.018963548681077948,-0.01517299675053619,1.3477007133412355,-2.568479665614248,-1.3450573092655174
0.0557539999999932,1.01933099615867,0.9992192765580066,0.0031162576426084854,0.029051313578255245,0.018333721844577044,-0.0147021112319031,0.029051313578255245,0.018333721844577044,-0.0147021112319031,1.3002321481786907,-2.509976852279426,-1.2989262377386772
