Frame,Time (Seconds),qX,qY,qZ,qW,pX,pY,pZ
16747,46.519444,0.039050,-0.661735,-0.046286,-0.747288,1.341164,1.021559,-0.719274
16748,46.522222,0.043846,-0.662258,-0.028465,-0.747450,1.341922,1.021869,-0.719628
16749,46.525000,0.051284,-0.660873,-0.011335,-0.748658,1.342294,1.021715,-0.719039
16750,46.527778,0.056285,-0.665131,-0.007817,-0.744561,1.342265,1.022256,-0.718138
16751,46.530556,0.059373,-0.668901,-0.006203,-0.740951,1.342155,1.021647,-0.718553
16752,46.533333,0.058069,-0.674446,-0.009510,-0.735975,1.342373,1.022216,-0.719872
16753,46.536111,0.056420,-0.677766,-0.009608,-0.733047,1.342323,1.021837,-0.721220
16754,46.538889,0.057751,-0.682108,-0.009681,-0.728903,1.342082,1.021369,-0.722067
16755,46.541667,0.059650,-0.686356,-0.008812,-0.724762,1.342401,1.021386,-0.722830
16756,46.544444,0.061562,-0.690295,-0.007698,-0.720863,1.342579,1.022127,-0.723134
16757,46.547222,0.058941,-0.691344,-0.010649,-0.720039,1.342637,1.020830,-0.725195
16758,46.550000,0.051883,-0.689261,-0.014279,-0.722512,1.342178,1.019871,-0.726832
16759,46.552778,0.045697,-0.687639,-0.022398,-0.724267,1.342047,1.020200,-0.729429
16760,46.555556,0.042947,-0.682969,-0.025618,-0.728734,1.342107,1.019512,-0.731939
16761,46.558333,0.042442,-0.680223,-0.028752,-0.731210,1.342461,1.019084,-0.733066
16762,46.561111,0.039291,-0.678520,-0.032809,-0.732797,1.342225,1.019483,-0.734659
16763,46.563889,0.010205,-0.684268,-0.044592,-0.727794,1.342559,1.020159,-0.730650
16764,46.566667,0.046987,-0.674401,-0.028083,-0.736333,1.341488,1.019194,-0.734403
16765,46.569444,0.058693,-0.679133,-0.022159,-0.731329,1.342776,1.019184,-0.731626
16766,46.572222,0.061302,-0.685154,-0.019669,-0.725548,1.342325,1.020328,-0.730293
16767,46.575000,0.065871,-0.675801,-0.021447,-0.733821,1.343201,1.018313,-0.731129
16768,46.577778,0.059265,-0.677090,-0.027756,-0.732985,1.343211,1.018141,-0.732979
16769,46.580556,0.029193,-0.687929,-0.054595,-0.723132,1.340977,1.020276,-0.730172
16770,46.583333,0.056584,-0.670995,-0.044353,-0.737968,1.341392,1.016584,-0.734197
16771,46.586111,0.056819,-0.669517,-0.025184,-0.740192,1.341665,1.016745,-0.734121
16772,46.588889,0.057072,-0.663649,-0.023624,-0.745490,1.341366,1.017865,-0.734319
16773,46.591667,0.059174,-0.662339,-0.024890,-0.746448,1.341544,1.017459,-0.735074
16774,46.594444,0.031521,-0.672825,-0.041269,-0.737977,1.341062,1.019047,-0.732091
16775,46.597222,0.064394,-0.669080,-0.026739,-0.739912,1.341797,1.017006,-0.736273
16776,46.600000,0.070495,-0.673708,-0.022144,-0.735294,1.341612,1.017631,-0.735433
16777,46.602778,0.073103,-0.674879,-0.016462,-0.734114,1.341494,1.018024,-0.734773
16778,46.605556,0.073405,-0.675178,-0.016972,-0.733797,1.341689,1.017811,-0.735879
16779,46.608333,0.071152,-0.676043,-0.022842,-0.733063,1.341797,1.018318,-0.737625
16780,46.611111,0.068787,-0.676468,-0.024408,-0.732846,1.341652,1.018341,-0.740039
16781,46.613889,0.063538,-0.674093,-0.028695,-0.735349,1.341029,1.017791,-0.743279
16782,46.616667,0.059485,-0.677697,-0.028382,-0.732381,1.340801,1.018344,-0.744533
16783,46.619444,0.058058,-0.681223,-0.031429,-0.729093,1.340559,1.018068,-0.745416
16784,46.622222,0.057069,-0.684560,-0.031707,-0.726027,1.340368,1.018045,-0.746176
16785,46.625000,0.052050,-0.686676,-0.035029,-0.724251,1.340006,1.018027,-0.747857
16786,46.627778,0.052528,-0.682072,-0.036202,-0.728498,1.339565,1.017734,-0.749834
16787,46.630556,0.056105,-0.678378,-0.036329,-0.731667,1.340057,1.018088,-0.748618
16788,46.633333,0.060859,-0.673654,-0.033977,-0.735752,1.340573,1.018027,-0.747629
16789,46.636111,0.063959,-0.671871,-0.034823,-0.737079,1.340767,1.018591,-0.747883
16790,46.638889,0.063127,-0.676975,-0.036913,-0.732365,1.340629,1.018752,-0.748708
16791,46.641667,0.059263,-0.680069,-0.038868,-0.729715,1.340172,1.018088,-0.750211
16792,46.644444,0.061593,-0.686982,-0.035030,-0.723212,1.339627,1.017980,-0.749243
16793,46.647222,0.064267,-0.679923,-0.033734,-0.729683,1.339508,1.017467,-0.748308
16794,46.650000,0.067424,-0.675069,-0.030702,-0.734025,1.339221,1.017853,-0.747266
16795,46.652778,0.068615,-0.673190,-0.024785,-0.735863,1.338407,1.018335,-0.746325
16796,46.655556,0.071749,-0.675033,-0.025921,-0.733833,1.338532,1.018893,-0.746314
16797,46.658333,0.073720,-0.666312,-0.027498,-0.741510,1.338631,1.018203,-0.748194
16798,46.661111,0.078834,-0.670606,-0.025110,-0.737185,1.338784,1.017347,-0.747605
16799,46.663889,0.089004,-0.673701,-0.016221,-0.733446,1.338042,1.017783,-0.746395
16800,46.666667,0.082690,-0.678466,-0.018306,-0.729734,1.337229,1.019001,-0.746383
16801,46.669444,0.080820,-0.671061,-0.024316,-0.736583,1.337209,1.018603,-0.749045
16802,46.672222,0.052613,-0.686658,-0.043973,-0.723740,1.335205,1.022789,-0.744640
16803,46.675000,0.081900,-0.676969,-0.020936,-0.731141,1.336461,1.019684,-0.748393
16804,46.677778,0.083156,-0.672709,-0.021277,-0.734911,1.336400,1.018493,-0.750710
16805,46.680556,0.079779,-0.667173,-0.023253,-0.740253,1.335561,1.018452,-0.752445
16806,46.683333,0.078141,-0.661213,-0.027997,-0.745593,1.335796,1.017931,-0.754288
16807,46.686111,0.076078,-0.664299,-0.028094,-0.743055,1.334992,1.019300,-0.755189
16808,46.688889,0.075265,-0.667371,-0.029017,-0.740344,1.334956,1.019452,-0.756835
16809,46.691667,0.075478,-0.670565,-0.027499,-0.737488,1.334459,1.019916,-0.757248
16810,46.694444,0.076381,-0.673520,-0.026275,-0.734742,1.333855,1.020092,-0.757575
16811,46.697222,0.080359,-0.672913,-0.021133,-0.735040,1.333508,1.020368,-0.756677
16812,46.700000,0.085973,-0.676344,-0.018611,-0.731314,1.333594,1.020784,-0.755811
16813,46.702778,0.087433,-0.677293,-0.017856,-0.730282,1.333159,1.020735,-0.756122
16814,46.705556,0.081070,-0.677380,-0.021076,-0.730848,1.332359,1.020449,-0.757816
16815,46.708333,0.062981,-0.676340,-0.045321,-0.732492,1.332245,1.021049,-0.758202
16816,46.711111,0.075109,-0.672434,-0.026466,-0.735861,1.332057,1.021738,-0.760911
16817,46.713889,0.076959,-0.670056,-0.025543,-0.737869,1.331034,1.020723,-0.761429
16818,46.716667,0.080401,-0.663159,-0.021735,-0.743830,1.330012,1.020802,-0.760931
16819,46.719444,0.084373,-0.666309,-0.017472,-0.740681,1.329440,1.021176,-0.758975
16820,46.722222,0.090874,-0.669585,-0.012660,-0.737046,1.329489,1.021784,-0.757045
16821,46.725000,0.095053,-0.676529,-0.008640,-0.730205,1.328946,1.022734,-0.755309
16822,46.727778,0.099042,-0.671837,-0.008807,-0.733995,1.329194,1.022537,-0.756394
16823,46.730556,0.100885,-0.675281,-0.004556,-0.730614,1.328242,1.023251,-0.755498
16824,46.733333,0.105477,-0.673479,-0.002731,-0.731637,1.327828,1.022597,-0.755369
16825,46.736111,0.106668,-0.672363,0.000763,-0.732495,1.327077,1.022870,-0.755134
16826,46.738889,0.109823,-0.666100,0.004272,-0.737721,1.326963,1.023162,-0.755352
16827,46.741667,0.111316,-0.662634,0.006646,-0.740595,1.326379,1.023452,-0.756082
16828,46.744444,0.106672,-0.659574,0.000559,-0.744032,1.325712,1.023057,-0.758556
16829,46.747222,0.101513,-0.658725,-0.005551,-0.745484,1.325597,1.021912,-0.761350
16830,46.750000,0.095386,-0.660701,-0.006190,-0.744538,1.324923,1.021526,-0.764119
16831,46.752778,0.071495,-0.671493,-0.004065,-0.737542,1.324568,1.025688,-0.759408
16832,46.755556,0.103414,-0.666441,0.001327,-0.738350,1.323634,1.022784,-0.761995
16833,46.758333,0.106169,-0.667469,0.004042,-0.737019,1.322823,1.022954,-0.762650
16834,46.761111,0.102897,-0.668939,0.005687,-0.736138,1.321938,1.021742,-0.764467
16835,46.763889,0.102890,-0.668868,0.002004,-0.736223,1.322206,1.022911,-0.765941
16836,46.766667,0.106694,-0.669263,0.003140,-0.735318,1.321685,1.023890,-0.766105
16837,46.769444,0.109696,-0.667147,0.008055,-0.736761,1.321271,1.023645,-0.765508
16838,46.772222,0.114409,-0.664359,0.013875,-0.738475,1.320578,1.023745,-0.766252
16839,46.775000,0.106248,-0.668112,0.005794,-0.736413,1.319707,1.024660,-0.767916
16840,46.777778,0.097436,-0.669107,0.000280,-0.736751,1.318966,1.024286,-0.770517
16841,46.780556,0.082066,-0.673045,-0.016164,-0.734857,1.318272,1.024484,-0.768869
16842,46.783333,0.095894,-0.664348,-0.000222,-0.741246,1.317489,1.024057,-0.772183
16843,46.786111,0.100697,-0.662212,0.006466,-0.742491,1.316835,1.025205,-0.770904
16844,46.788889,0.102035,-0.664813,0.008744,-0.739957,1.316016,1.025873,-0.770413
16845,46.791667,0.104147,-0.669813,0.008994,-0.735134,1.315580,1.025265,-0.770361
16846,46.794444,0.105889,-0.671276,0.010097,-0.733535,1.314972,1.025491,-0.770035
16847,46.797222,0.108095,-0.678167,0.016360,-0.726731,1.314108,1.026563,-0.769090
16848,46.800000,0.115209,-0.680739,0.023915,-0.723014,1.313927,1.026450,-0.767610
16849,46.802778,0.116391,-0.674917,0.023829,-0.728267,1.312960,1.025497,-0.768637
16850,46.805556,0.117938,-0.678793,0.027147,-0.724288,1.312479,1.026481,-0.768240
16851,46.808333,0.119172,-0.674010,0.026878,-0.728551,1.312208,1.026251,-0.769107
16852,46.811111,0.120664,-0.669224,0.028133,-0.732658,1.311370,1.026575,-0.769011
16853,46.813889,0.123873,-0.659567,0.027431,-0.740861,1.310994,1.026645,-0.769839
16854,46.816667,0.143664,-0.652999,0.037607,-0.742656,1.310152,1.026139,-0.773244
16855,46.819444,0.120524,-0.657123,0.026967,-0.743597,1.309182,1.026433,-0.773584
16856,46.822222,0.113626,-0.652994,0.021109,-0.748493,1.308677,1.026465,-0.776889
16857,46.825000,0.109140,-0.653659,0.020069,-0.748610,1.307957,1.026055,-0.778978
16858,46.827778,0.113333,-0.664092,0.022507,-0.738668,1.307489,1.025517,-0.778104
16859,46.830556,0.112846,-0.663247,0.024203,-0.739448,1.306661,1.024486,-0.779414
16860,46.833333,0.113021,-0.664319,0.025670,-0.738409,1.305999,1.024798,-0.780164
16861,46.836111,0.110816,-0.674110,0.026356,-0.729795,1.305280,1.025439,-0.781219
16862,46.838889,0.110069,-0.673600,0.027378,-0.730341,1.304659,1.025820,-0.782678
16863,46.841667,0.112643,-0.671049,0.026741,-0.732318,1.303662,1.026445,-0.783555
16864,46.844444,0.116879,-0.671184,0.029207,-0.731436,1.303339,1.027061,-0.783564
16865,46.847222,0.117249,-0.669314,0.033246,-0.732916,1.302782,1.027086,-0.784040
16866,46.850000,0.111178,-0.671350,0.031085,-0.732095,1.301761,1.026124,-0.785522
16867,46.852778,0.102164,-0.673768,0.020403,-0.731562,1.301380,1.025836,-0.788345
16868,46.855556,0.099729,-0.674496,0.023727,-0.731126,1.300565,1.026649,-0.789827
16869,46.858333,0.100896,-0.669524,0.023840,-0.735520,1.299626,1.026041,-0.790146
16870,46.861111,0.104462,-0.663651,0.025556,-0.740272,1.299242,1.026773,-0.790756
16871,46.863889,0.104032,-0.662181,0.025907,-0.741635,1.298300,1.027508,-0.791296
16872,46.866667,0.104885,-0.663807,0.026995,-0.740021,1.297501,1.027085,-0.791650
16873,46.869444,0.107730,-0.670968,0.030677,-0.732977,1.296901,1.027089,-0.790888
16874,46.872222,0.111994,-0.673435,0.034344,-0.729906,1.296406,1.027135,-0.790593
16875,46.875000,0.112759,-0.674709,0.037787,-0.728440,1.295524,1.027604,-0.790643
16876,46.877778,0.115903,-0.675862,0.039725,-0.726773,1.295156,1.027273,-0.790478
16877,46.880556,0.116827,-0.676806,0.038753,-0.725799,1.294619,1.027251,-0.791194
16878,46.883333,0.116930,-0.673907,0.040746,-0.728366,1.293781,1.027139,-0.792132
16879,46.886111,0.118668,-0.669351,0.041321,-0.732243,1.292882,1.026528,-0.792541
16880,46.888889,0.121640,-0.659968,0.041756,-0.740205,1.292467,1.026607,-0.793142
16881,46.891667,0.124433,-0.657091,0.047855,-0.741928,1.291319,1.026690,-0.793635
16882,46.894444,0.140491,-0.650326,0.060261,-0.744115,1.291122,1.025356,-0.797772
16883,46.897222,0.116793,-0.653169,0.042519,-0.746941,1.290345,1.025999,-0.798037
16884,46.900000,0.109522,-0.647812,0.036107,-0.753022,1.289525,1.025776,-0.801966
16885,46.902778,0.106828,-0.651550,0.034974,-0.750231,1.289268,1.024572,-0.803755
16886,46.905556,0.109123,-0.658884,0.036654,-0.743385,1.288547,1.024764,-0.803278
16887,46.908333,0.109509,-0.660284,0.040608,-0.741879,1.287714,1.024970,-0.804075
16888,46.911111,0.109137,-0.662057,0.039988,-0.740385,1.286892,1.023840,-0.806046
16889,46.913889,0.105987,-0.661528,0.039954,-0.741317,1.286065,1.023817,-0.808241
16890,46.916667,0.103588,-0.666758,0.039014,-0.737008,1.285712,1.024754,-0.809233
16891,46.919444,0.106746,-0.666580,0.040626,-0.736632,1.285122,1.024574,-0.810074
16892,46.922222,0.111252,-0.665858,0.045886,-0.736309,1.284233,1.024755,-0.810480
16893,46.925000,0.108397,-0.666824,0.045475,-0.735886,1.283909,1.024456,-0.811788
16894,46.927778,0.103523,-0.670022,0.040259,-0.733984,1.283337,1.023736,-0.813932
16895,46.930556,0.099120,-0.670747,0.037954,-0.734052,1.282608,1.022446,-0.816262
16896,46.933333,0.080687,-0.671933,0.017710,-0.735991,1.281040,1.023127,-0.815978
16897,46.936111,0.093588,-0.669062,0.038154,-0.736303,1.280492,1.022428,-0.818958
16898,46.938889,0.095512,-0.662568,0.041717,-0.741715,1.280353,1.023703,-0.819131
16899,46.941667,0.096041,-0.659268,0.039261,-0.744714,1.279790,1.024121,-0.820152
16900,46.944444,0.093035,-0.665283,0.038683,-0.739761,1.278833,1.023510,-0.821029
16901,46.947222,0.094339,-0.669090,0.040170,-0.736075,1.278392,1.023243,-0.821254
16902,46.950000,0.097198,-0.674952,0.044448,-0.730080,1.277550,1.023736,-0.820870
16903,46.952778,0.101222,-0.676635,0.050207,-0.727598,1.277020,1.023758,-0.820276
16904,46.955556,0.104228,-0.677364,0.051447,-0.726407,1.276518,1.022802,-0.820577
16905,46.958333,0.103314,-0.678539,0.050510,-0.725506,1.275730,1.022591,-0.821463
16906,46.961111,0.104905,-0.675439,0.048948,-0.728273,1.275067,1.022552,-0.822809
16907,46.963889,0.105191,-0.669870,0.052531,-0.733110,1.274377,1.022729,-0.823828
16908,46.966667,0.108026,-0.663831,0.054018,-0.738066,1.273960,1.022325,-0.824268
16909,46.969444,0.110578,-0.653876,0.054286,-0.746506,1.273504,1.020689,-0.825643
16910,46.972222,0.129489,-0.650509,0.064410,-0.745602,1.272716,1.020156,-0.828761
16911,46.975000,0.105435,-0.650232,0.049774,-0.750736,1.272326,1.020561,-0.829938
16912,46.977778,0.097340,-0.650914,0.047421,-0.751390,1.271050,1.020096,-0.832898
16913,46.980556,0.092083,-0.648093,0.043495,-0.754721,1.270478,1.019738,-0.836089
16914,46.983333,0.090604,-0.652610,0.041027,-0.751138,1.270204,1.018231,-0.837974
16915,46.986111,0.090988,-0.657135,0.044351,-0.746945,1.269612,1.018443,-0.838176
16916,46.988889,0.092589,-0.661841,0.046061,-0.742477,1.269138,1.017956,-0.839056
16917,46.991667,0.092931,-0.664230,0.048833,-0.740120,1.268166,1.017423,-0.840706
16918,46.994444,0.094230,-0.661488,0.049155,-0.742387,1.267906,1.018078,-0.841922
16919,46.997222,0.094195,-0.661313,0.048439,-0.742594,1.267805,1.017220,-0.843499
16920,47.000000,0.096169,-0.664024,0.050186,-0.739801,1.267573,1.017530,-0.844162
16921,47.002778,0.092506,-0.665587,0.048610,-0.738968,1.266818,1.016908,-0.845847
16922,47.005556,0.086016,-0.669391,0.042046,-0.736715,1.266195,1.016352,-0.848754
16923,47.008333,0.084025,-0.669061,0.041651,-0.737267,1.265363,1.015651,-0.850524
16924,47.011111,0.081529,-0.667284,0.040546,-0.739217,1.264804,1.015149,-0.851963
16925,47.013889,0.080993,-0.666264,0.043512,-0.740027,1.263905,1.015595,-0.852284
16926,47.016667,0.080297,-0.663291,0.045455,-0.742652,1.263027,1.015901,-0.853684
16927,47.019444,0.079289,-0.661089,0.044092,-0.744803,1.262724,1.015245,-0.855092
16928,47.022222,0.078568,-0.664858,0.038982,-0.741803,1.262493,1.015210,-0.856401
16929,47.025000,0.079648,-0.668378,0.040344,-0.738444,1.262123,1.015357,-0.856945
16930,47.027778,0.080948,-0.673020,0.042897,-0.733928,1.261665,1.015187,-0.857446
16931,47.030556,0.085288,-0.674970,0.047869,-0.731335,1.260883,1.015352,-0.856977
16932,47.033333,0.087178,-0.673754,0.049768,-0.732106,1.260542,1.014593,-0.857557
16933,47.036111,0.090497,-0.675218,0.050148,-0.730326,1.260340,1.014489,-0.857927
16934,47.038889,0.090124,-0.674352,0.048855,-0.731259,1.260030,1.014521,-0.859061
16935,47.041667,0.090232,-0.671310,0.048256,-0.734079,1.259750,1.014276,-0.860347
16936,47.044444,0.092029,-0.665805,0.047409,-0.738909,1.259335,1.013337,-0.861993
16937,47.047222,0.088324,-0.658587,0.045657,-0.745907,1.258241,1.011964,-0.864497
16938,47.050000,0.084848,-0.657661,0.043387,-0.747262,1.257924,1.011941,-0.866505
16939,47.052778,0.080464,-0.653625,0.041273,-0.751397,1.257041,1.010860,-0.869473
16940,47.055556,0.077939,-0.650851,0.036114,-0.754330,1.256980,1.010448,-0.872001
16941,47.058333,0.073216,-0.652478,0.033599,-0.753514,1.256618,1.010208,-0.874816
16942,47.061111,0.071896,-0.654662,0.032005,-0.751814,1.256297,1.009484,-0.876666
16943,47.063889,0.073357,-0.658047,0.034680,-0.748592,1.255802,1.009549,-0.877484
16944,47.066667,0.078509,-0.663090,0.038169,-0.743432,1.255545,1.009990,-0.877248
16945,47.069444,0.085629,-0.662593,0.043244,-0.742811,1.255836,1.010611,-0.876734
16946,47.072222,0.107211,-0.664918,0.048876,-0.737564,1.253946,1.010894,-0.879694
16947,47.075000,0.080137,-0.669167,0.039949,-0.737698,1.254751,1.008456,-0.880664
16948,47.077778,0.073357,-0.672177,0.032424,-0.736033,1.254566,1.009292,-0.884236
16949,47.080556,0.053182,-0.671778,0.003864,-0.738831,1.253564,1.007937,-0.885046
16950,47.083333,0.067709,-0.674232,0.031522,-0.734734,1.253520,1.008301,-0.887249
16951,47.086111,0.067812,-0.673305,0.036239,-0.735356,1.252328,1.009137,-0.887545
16952,47.088889,0.066792,-0.670402,0.037459,-0.738036,1.251882,1.009288,-0.888747
16953,47.091667,0.067175,-0.668572,0.035195,-0.739771,1.251882,1.008196,-0.890136
16954,47.094444,0.065688,-0.666507,0.028793,-0.742041,1.251741,1.008415,-0.892297
16955,47.097222,0.067336,-0.664933,0.029935,-0.743259,1.251860,1.008315,-0.893603
16956,47.100000,0.070626,-0.665371,0.029243,-0.742589,1.251752,1.008447,-0.894357
16957,47.102778,0.071990,-0.667898,0.031210,-0.740105,1.251292,1.008208,-0.894598
16958,47.105556,0.074301,-0.671372,0.034603,-0.736574,1.250684,1.008226,-0.895052
16959,47.108333,0.075015,-0.673880,0.035945,-0.734143,1.250288,1.008369,-0.895481
16960,47.111111,0.077828,-0.672413,0.037308,-0.735127,1.250264,1.008062,-0.896276
16961,47.113889,0.078878,-0.668489,0.033918,-0.738750,1.250290,1.006972,-0.898052
16962,47.116667,0.075245,-0.666648,0.031243,-0.740907,1.249676,1.006202,-0.900760
16963,47.119444,0.069935,-0.666006,0.029650,-0.742068,1.249367,1.005919,-0.902911
16964,47.122222,0.065191,-0.666061,0.025801,-0.742595,1.249007,1.006066,-0.904735
16965,47.125000,0.066861,-0.662098,0.024160,-0.746038,1.248805,1.005090,-0.906492
16966,47.127778,0.065654,-0.661587,0.022858,-0.746639,1.248291,1.004654,-0.908992
16967,47.130556,0.061975,-0.662105,0.022007,-0.746520,1.248116,1.005792,-0.910131
16968,47.133333,0.025692,-0.669882,-0.004029,-0.742012,1.246948,1.008224,-0.907757
16969,47.136111,0.065183,-0.659620,0.022660,-0.748424,1.247651,1.006225,-0.911895
16970,47.138889,0.068506,-0.650391,0.023273,-0.756146,1.247254,1.005553,-0.913310
16971,47.141667,0.073144,-0.658274,0.026302,-0.748755,1.248269,1.005875,-0.913115
16972,47.144444,0.068397,-0.657029,0.023097,-0.750400,1.247304,1.004301,-0.915894
16973,47.147222,0.061343,-0.660799,0.018398,-0.747826,1.246948,1.005792,-0.918859
16974,47.150000,0.058527,-0.655918,0.014350,-0.752423,1.246647,1.005239,-0.922386
16975,47.152778,0.057287,-0.664201,0.011574,-0.745266,1.246339,1.005426,-0.923084
16976,47.155556,0.058340,-0.666227,0.017982,-0.743246,1.245623,1.005568,-0.923302
16977,47.158333,0.058688,-0.668684,0.020474,-0.740945,1.245133,1.005902,-0.923807
16978,47.161111,0.058403,-0.672954,0.017684,-0.737163,1.245109,1.006500,-0.924952
16979,47.163889,0.057996,-0.675553,0.018670,-0.734790,1.244759,1.006190,-0.926457
16980,47.166667,0.059336,-0.677296,0.017207,-0.733112,1.244597,1.006122,-0.928023
16981,47.169444,0.059949,-0.676851,0.018486,-0.733442,1.244755,1.006214,-0.928884
16982,47.172222,0.060777,-0.673229,0.017215,-0.736731,1.244905,1.006068,-0.930673
16983,47.175000,0.061508,-0.669551,0.016049,-0.740041,1.244520,1.006942,-0.931840
16984,47.177778,0.062321,-0.670652,0.013704,-0.739022,1.244770,1.006538,-0.932918
16985,47.180556,0.061339,-0.669359,0.013995,-0.740270,1.244383,1.005618,-0.933886
16986,47.183333,0.060871,-0.665915,0.013626,-0.743415,1.243631,1.005083,-0.935526
16987,47.186111,0.056115,-0.659550,0.008474,-0.749516,1.243869,1.005005,-0.938259
16988,47.188889,0.054070,-0.656695,0.003568,-0.752207,1.243819,1.004537,-0.940596
16989,47.191667,0.051340,-0.654606,0.002426,-0.754221,1.243573,1.004690,-0.942923
16990,47.194444,0.051853,-0.656420,0.002632,-0.752607,1.243485,1.004626,-0.943822
16991,47.197222,0.053894,-0.655739,0.004476,-0.753049,1.243128,1.004984,-0.943968
16992,47.200000,0.059529,-0.657623,0.007418,-0.750955,1.243090,1.005841,-0.942819
16993,47.202778,0.087467,-0.657141,0.018531,-0.748447,1.242428,1.007004,-0.944973
16994,47.205556,0.088572,-0.657785,0.013178,-0.747864,1.242682,1.006231,-0.947149
16995,47.208333,0.052575,-0.658157,-0.003024,-0.751037,1.242968,1.005701,-0.950601
16996,47.211111,0.050593,-0.656933,-0.005859,-0.752226,1.243009,1.005808,-0.952839
16997,47.213889,0.049432,-0.660014,-0.002924,-0.749619,1.242459,1.005217,-0.953257
16998,47.216667,0.053719,-0.665815,0.002253,-0.744177,1.241656,1.006833,-0.950982
16999,47.219444,0.057834,-0.663801,0.008053,-0.745626,1.241180,1.008367,-0.950545
17000,47.222222,0.058624,-0.663437,0.009995,-0.745865,1.240716,1.008653,-0.951656
17001,47.225000,0.057766,-0.664439,0.009971,-0.745040,1.240701,1.008456,-0.953418
17002,47.227778,0.056525,-0.667343,0.007512,-0.742565,1.240395,1.008819,-0.955699
17003,47.230556,0.057117,-0.671249,0.009436,-0.738968,1.240240,1.010076,-0.956090
17004,47.233333,0.060248,-0.674655,0.009511,-0.735609,1.240470,1.010019,-0.956725
17005,47.236111,0.060253,-0.676651,0.011735,-0.733741,1.239892,1.010379,-0.957766
17006,47.238889,0.058753,-0.678878,0.009731,-0.731832,1.240224,1.010544,-0.959042
17007,47.241667,0.057477,-0.678402,0.006275,-0.732412,1.240021,1.010513,-0.961107
17008,47.244444,0.052704,-0.671587,0.001878,-0.739046,1.239592,1.008967,-0.965107
17009,47.247222,0.048514,-0.664683,-0.003445,-0.745541,1.240042,1.011186,-0.966691
17010,47.250000,0.045709,-0.660137,-0.010981,-0.749673,1.239900,1.010586,-0.969448
17011,47.252778,0.045687,-0.660941,-0.011742,-0.748954,1.239751,1.010285,-0.970905
17012,47.255556,0.016120,-0.676765,-0.027073,-0.735525,1.239398,1.012115,-0.967874
17013,47.258333,0.018822,-0.687315,-0.038815,-0.725077,1.237912,1.014572,-0.966839
17014,47.261111,0.055231,-0.678691,-0.004279,-0.732332,1.239322,1.012407,-0.969364
17015,47.263889,0.063920,-0.674270,0.000008,-0.735713,1.239622,1.011612,-0.968626
17016,47.266667,0.068669,-0.671026,-0.001528,-0.738245,1.240401,1.011710,-0.969101
17017,47.269444,0.069484,-0.674853,-0.000047,-0.734674,1.239999,1.011735,-0.969490
17018,47.272222,0.065310,-0.678140,-0.003546,-0.732017,1.239138,1.013295,-0.971253
17019,47.275000,0.061881,-0.668321,-0.009845,-0.741229,1.239744,1.012152,-0.974368
17020,47.277778,0.057220,-0.660499,-0.010954,-0.748563,1.238619,1.012546,-0.976392
17021,47.280556,0.057447,-0.653679,-0.010849,-0.754510,1.238449,1.013183,-0.977835
17022,47.283333,0.057456,-0.658015,-0.008312,-0.750764,1.238012,1.014027,-0.977645
17023,47.286111,0.059859,-0.659101,-0.007039,-0.749635,1.237886,1.014227,-0.977899
17024,47.288889,0.066458,-0.660823,-0.003128,-0.747587,1.237983,1.014842,-0.977241
17025,47.291667,0.072118,-0.665267,0.002220,-0.743111,1.237768,1.015587,-0.977446
17026,47.294444,0.076306,-0.667030,0.004753,-0.741098,1.237621,1.016289,-0.977617
17027,47.297222,0.078469,-0.671309,0.004962,-0.736995,1.238089,1.016526,-0.978164
17028,47.300000,0.077601,-0.673500,0.001629,-0.735101,1.238186,1.017433,-0.979799
17029,47.302778,0.078227,-0.674774,0.000540,-0.733867,1.238064,1.017950,-0.981373
17030,47.305556,0.077672,-0.677269,0.000612,-0.731624,1.237829,1.017948,-0.983416
17031,47.308333,0.072308,-0.678955,-0.001367,-0.730609,1.237479,1.018517,-0.985875
17032,47.311111,0.067620,-0.678026,-0.006118,-0.731895,1.237241,1.018358,-0.988246
17033,47.313889,0.063380,-0.678876,-0.009605,-0.731450,1.237063,1.018271,-0.990011
17034,47.316667,0.059783,-0.678613,-0.010352,-0.731986,1.236609,1.017785,-0.992620
17035,47.319444,0.058512,-0.673096,-0.015244,-0.737079,1.236543,1.018589,-0.994568
17036,47.322222,0.053109,-0.669372,-0.024835,-0.740610,1.236778,1.019722,-0.994480
17037,47.325000,0.064077,-0.665038,-0.015740,-0.743890,1.237171,1.019843,-0.995303
17038,47.327778,0.070020,-0.666799,-0.013028,-0.741826,1.237270,1.021016,-0.993425
17039,47.330556,0.075796,-0.663328,-0.009000,-0.744426,1.237306,1.020804,-0.993590
17040,47.333333,0.076642,-0.665471,-0.009339,-0.742420,1.237103,1.020552,-0.993872
17041,47.336111,0.077622,-0.668707,-0.013265,-0.739344,1.237541,1.021785,-0.995207
17042,47.338889,0.074350,-0.671910,-0.013471,-0.736768,1.236651,1.021831,-0.996578
17043,47.341667,0.074475,-0.668203,-0.013809,-0.740113,1.236246,1.022055,-0.996972
17044,47.344444,0.077267,-0.666292,-0.011587,-0.741586,1.235738,1.022519,-0.996791
17045,47.347222,0.078065,-0.667396,-0.007583,-0.740561,1.235242,1.023212,-0.995994
17046,47.350000,0.080071,-0.665424,-0.005546,-0.742138,1.234868,1.022845,-0.996227
17047,47.352778,0.084402,-0.668187,-0.005236,-0.739172,1.235329,1.024401,-0.996219
