Frame,Time (Seconds),qX,qY,qZ,qW,pX,pY,pZ
6661,18.502778,-0.100045,0.110154,0.022350,-0.988614,-1.036055,1.047034,0.837884
6662,18.505556,-0.097849,0.111118,0.022650,-0.988719,-1.036067,1.046424,0.839594
6663,18.508333,-0.099542,0.113172,0.022160,-0.988328,-1.035918,1.046393,0.840996
6664,18.511111,-0.102823,0.115724,0.022668,-0.987685,-1.036071,1.046250,0.842089
6665,18.513889,-0.104196,0.117684,0.022706,-0.987309,-1.035919,1.046794,0.843816
6666,18.516667,-0.103631,0.117380,0.020248,-0.987458,-1.035654,1.046415,0.845722
6667,18.519444,-0.103562,0.117575,0.020770,-0.987431,-1.035817,1.046670,0.847265
6668,18.522222,-0.103398,0.119342,0.027469,-0.987072,-1.037165,1.047131,0.848979
6669,18.525000,-0.103857,0.124239,0.032616,-0.986263,-1.038511,1.047657,0.850445
6670,18.527778,-0.105617,0.122454,0.031769,-0.986327,-1.038900,1.049034,0.851819
6671,18.530556,-0.106036,0.121498,0.029314,-0.986476,-1.037976,1.047904,0.853873
6672,18.533333,-0.103803,0.115640,0.021573,-0.987617,-1.036880,1.047830,0.855686
6673,18.536111,-0.101216,0.109094,0.020045,-0.988662,-1.037358,1.047644,0.857672
6674,18.538889,-0.102301,0.108471,0.024386,-0.988521,-1.038407,1.047353,0.858897
6675,18.541667,-0.105236,0.112290,0.031243,-0.987593,-1.039641,1.048018,0.860183
6676,18.544444,-0.107218,0.109482,0.031071,-0.987701,-1.039793,1.049111,0.861525
6677,18.547222,-0.104388,0.107672,0.030045,-0.988234,-1.039835,1.049297,0.863565
6678,18.550000,-0.104003,0.102730,0.030018,-0.988802,-1.039877,1.049924,0.865504
6679,18.552778,-0.103144,0.095874,0.030083,-0.989578,-1.040176,1.049227,0.867001
6680,18.555556,-0.102812,0.087934,0.032670,-0.990268,-1.040919,1.049340,0.868672
6681,18.558333,-0.102900,0.082750,0.034031,-0.990659,-1.041224,1.049948,0.870253
6682,18.561111,-0.101736,0.084029,0.032890,-0.990710,-1.040999,1.050371,0.872443
6683,18.563889,-0.102200,0.088700,0.031817,-0.990290,-1.040661,1.050946,0.873918
6684,18.566667,-0.101096,0.095279,0.032355,-0.989775,-1.040818,1.051049,0.875778
6685,18.569444,-0.101327,0.097797,0.033753,-0.989459,-1.040193,1.050399,0.877895
6686,18.572222,-0.099113,0.100068,0.028469,-0.989622,-1.039011,1.050534,0.879807
6687,18.575000,-0.098489,0.101159,0.019979,-0.989782,-1.037686,1.051030,0.881683
6688,18.577778,-0.098876,0.098965,0.016565,-0.990028,-1.037463,1.051418,0.883253
6689,18.580556,-0.099971,0.096637,0.020312,-0.990078,-1.038139,1.050497,0.884503
6690,18.583333,-0.100176,0.093571,0.024524,-0.990256,-1.039291,1.049880,0.886047
6691,18.586111,-0.099310,0.092070,0.025205,-0.990467,-1.039610,1.050038,0.887734
6692,18.588889,-0.098700,0.096116,0.025627,-0.990133,-1.039826,1.050874,0.889450
6693,18.591667,-0.100062,0.104216,0.031483,-0.989007,-1.040405,1.051516,0.891119
6694,18.594444,-0.100006,0.109164,0.036342,-0.988312,-1.041801,1.051442,0.892674
6695,18.597222,-0.101128,0.118324,0.045719,-0.986754,-1.043358,1.051334,0.894367
6696,18.600000,-0.102087,0.124716,0.047359,-0.985790,-1.043177,1.051715,0.896138
6697,18.602778,-0.099856,0.126496,0.039000,-0.986157,-1.041987,1.051894,0.898115
6698,18.605556,-0.099198,0.126217,0.030748,-0.986551,-1.040363,1.052056,0.900000
6699,18.608333,-0.102754,0.122687,0.009703,-0.987064,-1.041570,1.052310,0.901799
6700,18.611111,-0.099656,0.118921,0.029930,-0.987437,-1.041241,1.052153,0.903053
6701,18.613889,-0.100233,0.112447,0.036886,-0.987901,-1.043352,1.052601,0.904409
6702,18.616667,-0.101905,0.105230,0.042866,-0.988284,-1.045117,1.052486,0.905671
6703,18.619444,-0.097149,0.098791,0.042026,-0.989463,-1.045564,1.053589,0.908059
6704,18.622222,-0.097659,0.091994,0.040708,-0.990123,-1.045312,1.053773,0.909879
6705,18.625000,-0.096110,0.085658,0.037465,-0.990970,-1.044901,1.053703,0.911809
6706,18.627778,-0.095471,0.079033,0.038886,-0.991528,-1.045452,1.053845,0.913544
6707,18.630556,-0.096423,0.073864,0.042234,-0.991697,-1.045936,1.053840,0.915278
6708,18.633333,-0.094547,0.073730,0.043070,-0.991852,-1.045437,1.054500,0.917269
6709,18.636111,-0.093638,0.076158,0.039743,-0.991893,-1.045074,1.054810,0.919158
6710,18.638889,-0.095822,0.081142,0.038576,-0.991336,-1.044686,1.054714,0.920920
6711,18.641667,-0.094910,0.084132,0.038777,-0.991166,-1.044166,1.054278,0.922602
6712,18.644444,-0.091990,0.086376,0.034772,-0.991397,-1.043050,1.054596,0.924623
6713,18.647222,-0.091969,0.091507,0.028420,-0.991141,-1.041621,1.054430,0.927051
6714,18.650000,-0.093269,0.093040,0.022036,-0.991039,-1.040533,1.055277,0.929016
6715,18.652778,-0.089983,0.089428,0.019866,-0.991721,-1.040102,1.055276,0.930390
6716,18.655556,-0.091354,0.086695,0.022221,-0.991789,-1.040679,1.054611,0.932220
6717,18.658333,-0.091069,0.086192,0.024649,-0.991801,-1.041439,1.054416,0.933793
6718,18.661111,-0.088669,0.086696,0.028430,-0.991874,-1.042309,1.054797,0.935766
6719,18.663889,-0.089213,0.093901,0.035528,-0.990940,-1.043411,1.055292,0.937207
6720,18.666667,-0.089730,0.104678,0.041604,-0.989576,-1.044446,1.055279,0.938788
6721,18.669444,-0.090385,0.110521,0.044419,-0.988758,-1.045654,1.056091,0.940073
6722,18.672222,-0.090042,0.119136,0.046884,-0.987675,-1.045575,1.055561,0.941976
6723,18.675000,-0.087971,0.123912,0.044247,-0.987395,-1.045164,1.055346,0.944159
6724,18.677778,-0.087243,0.127990,0.041423,-0.987062,-1.044325,1.056100,0.946029
6725,18.680556,-0.088360,0.130258,0.037749,-0.986813,-1.043936,1.056326,0.947644
6726,18.683333,-0.090160,0.132012,0.037306,-0.986434,-1.044103,1.056246,0.948971
6727,18.686111,-0.091623,0.127045,0.038618,-0.986901,-1.044857,1.057095,0.950406
6728,18.688889,-0.089670,0.117528,0.041101,-0.988158,-1.046469,1.057135,0.951928
6729,18.691667,-0.088649,0.105491,0.046148,-0.989385,-1.048101,1.057482,0.953415
6730,18.694444,-0.087589,0.097566,0.050049,-0.990103,-1.049193,1.057124,0.955278
6731,18.697222,-0.085400,0.092174,0.050884,-0.990768,-1.049295,1.057749,0.957428
6732,18.700000,-0.082656,0.087245,0.048794,-0.991552,-1.049043,1.058316,0.959852
6733,18.702778,-0.082488,0.088424,0.049574,-0.991423,-1.048682,1.058612,0.961696
6734,18.705556,-0.081156,0.088722,0.049574,-0.991506,-1.048153,1.058386,0.963382
6735,18.708333,-0.082498,0.092464,0.050428,-0.991010,-1.048077,1.058677,0.964771
6736,18.711111,-0.085491,0.094719,0.049611,-0.990585,-1.047462,1.059178,0.965879
6737,18.713889,-0.085128,0.093548,0.048780,-0.990769,-1.047098,1.059335,0.967982
6738,18.716667,-0.082657,0.091332,0.045037,-0.991362,-1.046456,1.058867,0.969929
6739,18.719444,-0.079783,0.087842,0.040389,-0.992112,-1.045402,1.058670,0.972036
6740,18.722222,-0.081582,0.090722,0.035814,-0.991883,-1.044334,1.058973,0.973507
6741,18.725000,-0.081087,0.091199,0.031341,-0.992031,-1.043525,1.059050,0.975645
6742,18.727778,-0.082240,0.091532,0.028686,-0.991986,-1.042894,1.059190,0.977145
6743,18.730556,-0.080435,0.088362,0.025441,-0.992510,-1.042199,1.059397,0.979103
6744,18.733333,-0.079722,0.085291,0.022827,-0.992899,-1.042094,1.059404,0.980988
6745,18.736111,-0.079108,0.089092,0.026434,-0.992525,-1.043592,1.059657,0.982364
6746,18.738889,-0.079949,0.093375,0.038059,-0.991686,-1.045697,1.059603,0.983977
6747,18.741667,-0.079000,0.101111,0.047994,-0.990572,-1.047789,1.060495,0.985649
6748,18.744444,-0.083712,0.108656,0.063710,-0.988498,-1.046755,1.059685,0.987696
6749,18.747222,-0.078519,0.111903,0.047111,-0.989491,-1.047068,1.059893,0.989042
6750,18.750000,-0.077226,0.114735,0.040709,-0.989553,-1.046110,1.060415,0.991014
6751,18.752778,-0.076074,0.116586,0.040279,-0.989443,-1.046150,1.060264,0.992765
6752,18.755556,-0.078383,0.123901,0.041768,-0.988312,-1.046473,1.060363,0.993952
6753,18.758333,-0.079335,0.125147,0.041638,-0.988084,-1.047083,1.061565,0.995331
6754,18.761111,-0.078698,0.122823,0.041216,-0.988444,-1.047214,1.061885,0.997054
6755,18.763889,-0.078356,0.112265,0.042188,-0.989685,-1.047810,1.062092,0.998629
6756,18.766667,-0.077042,0.100072,0.044716,-0.990985,-1.048900,1.062276,1.000156
6757,18.769444,-0.076672,0.089912,0.048730,-0.991798,-1.050362,1.062114,1.001915
6758,18.772222,-0.074853,0.084096,0.052958,-0.992230,-1.051126,1.062059,1.003312
6759,18.775000,-0.074607,0.085336,0.052790,-0.992152,-1.050406,1.061870,1.005117
6760,18.777778,-0.072742,0.091696,0.049623,-0.991886,-1.049044,1.062949,1.007219
6761,18.780556,-0.073307,0.095008,0.047707,-0.991627,-1.048217,1.063511,1.008646
6762,18.783333,-0.073791,0.095651,0.047661,-0.991531,-1.047901,1.063536,1.010590
6763,18.786111,-0.074357,0.093414,0.048099,-0.991681,-1.047510,1.063858,1.012290
6764,18.788889,-0.072202,0.091911,0.044178,-0.992163,-1.046504,1.063917,1.013808
6765,18.791667,-0.069845,0.089822,0.038485,-0.992760,-1.045380,1.063269,1.015623
6766,18.794444,-0.071638,0.088054,0.033332,-0.992977,-1.044288,1.063601,1.017257
6767,18.797222,-0.071411,0.084934,0.031559,-0.993323,-1.043624,1.063527,1.019164
6768,18.800000,-0.072950,0.087412,0.029336,-0.993064,-1.043048,1.063640,1.020584
6769,18.802778,-0.072471,0.089459,0.022968,-0.993085,-1.041398,1.063995,1.022616
6770,18.805556,-0.072237,0.091266,0.008688,-0.993165,-1.041190,1.064506,1.024386
6771,18.808333,-0.071626,0.091195,0.004180,-0.993245,-1.042200,1.064518,1.025728
6772,18.811111,-0.071164,0.096707,0.027587,-0.992382,-1.042828,1.065154,1.027313
6773,18.813889,-0.071074,0.103225,0.041544,-0.991245,-1.045140,1.065207,1.028905
6774,18.816667,-0.076507,0.107793,0.059032,-0.989466,-1.045007,1.064934,1.031115
6775,18.819444,-0.069911,0.110707,0.040623,-0.990559,-1.045614,1.064970,1.031993
6776,18.822222,-0.070426,0.113881,0.033509,-0.990428,-1.044234,1.064986,1.033574
6777,18.825000,-0.070035,0.115064,0.027521,-0.990504,-1.043943,1.065738,1.035156
6778,18.827778,-0.070325,0.118360,0.032839,-0.989933,-1.044601,1.065663,1.036588
6779,18.830556,-0.070573,0.119683,0.036620,-0.989623,-1.045935,1.066056,1.038071
6780,18.833333,-0.071413,0.118484,0.039708,-0.989588,-1.046962,1.066674,1.039440
6781,18.836111,-0.071273,0.112615,0.039118,-0.990307,-1.047319,1.066926,1.040852
6782,18.838889,-0.070534,0.103997,0.037495,-0.991365,-1.047003,1.067074,1.042187
6783,18.841667,-0.068495,0.093096,0.038224,-0.992563,-1.047721,1.067733,1.043863
6784,18.844444,-0.068533,0.084694,0.040971,-0.993203,-1.048740,1.067657,1.045586
6785,18.847222,-0.066788,0.085714,0.046551,-0.992988,-1.049367,1.067631,1.047276
6786,18.850000,-0.065368,0.090248,0.046487,-0.992684,-1.048627,1.068043,1.048943
6787,18.852778,-0.067023,0.093707,0.040830,-0.992502,-1.047131,1.068785,1.050382
6788,18.855556,-0.068525,0.099227,0.038757,-0.991946,-1.045970,1.069041,1.051955
6789,18.858333,-0.067775,0.099274,0.038032,-0.992021,-1.044862,1.068916,1.053831
6790,18.861111,-0.065336,0.096281,0.033805,-0.992632,-1.043895,1.069104,1.055527
6791,18.863889,-0.066229,0.093118,0.028125,-0.993052,-1.042763,1.069506,1.057045
6792,18.866667,-0.067514,0.090401,0.024005,-0.993325,-1.041701,1.069448,1.058327
6793,18.869444,-0.068806,0.088993,0.022540,-0.993397,-1.041273,1.069809,1.059322
6794,18.872222,-0.067314,0.085547,0.017222,-0.993908,-1.040285,1.069215,1.061361
6795,18.875000,-0.065537,0.084484,0.014126,-0.994167,-1.039299,1.069833,1.063275
6796,18.877778,-0.064808,0.087915,0.007662,-0.993988,-1.038328,1.070075,1.064737
6797,18.880556,-0.065989,0.094064,0.008349,-0.993342,-1.038192,1.070754,1.066516
6798,18.883333,-0.068401,0.097029,0.012342,-0.992852,-1.038842,1.071541,1.067286
6799,18.886111,-0.068442,0.099556,0.018091,-0.992511,-1.040036,1.071099,1.068279
6800,18.888889,-0.066705,0.101869,0.021051,-0.992336,-1.040784,1.071964,1.069953
6801,18.891667,-0.066011,0.104455,0.018624,-0.992162,-1.040526,1.071757,1.071898
6802,18.894444,-0.065844,0.107167,0.017554,-0.991903,-1.040515,1.072141,1.073213
6803,18.897222,-0.066292,0.111391,0.018992,-0.991381,-1.040793,1.071778,1.074671
6804,18.900000,-0.067901,0.118039,0.020888,-0.990465,-1.041476,1.072040,1.075660
6805,18.902778,-0.070044,0.120835,0.023492,-0.989920,-1.042474,1.072626,1.076563
6806,18.905556,-0.067571,0.118917,0.026248,-0.990255,-1.043542,1.072639,1.077997
6807,18.908333,-0.067218,0.112833,0.029687,-0.990893,-1.044590,1.073453,1.079586
6808,18.911111,-0.067118,0.107567,0.031667,-0.991424,-1.045532,1.073446,1.080910
6809,18.913889,-0.067370,0.102050,0.032025,-0.991979,-1.045951,1.074021,1.082365
6810,18.916667,-0.068508,0.096079,0.030223,-0.992553,-1.045670,1.074406,1.083492
6811,18.919444,-0.067100,0.095033,0.029057,-0.992785,-1.045194,1.074714,1.084988
6812,18.922222,-0.067746,0.095580,0.030924,-0.992632,-1.045271,1.075553,1.086429
6813,18.925000,-0.068497,0.096660,0.034661,-0.992353,-1.045846,1.075267,1.087579
6814,18.927778,-0.068033,0.096831,0.037496,-0.992265,-1.046384,1.075886,1.088999
6815,18.930556,-0.068643,0.099913,0.042314,-0.991723,-1.045484,1.075724,1.090598
6816,18.933333,-0.067177,0.102200,0.031612,-0.991989,-1.043649,1.075268,1.091927
6817,18.936111,-0.067071,0.102235,0.025547,-0.992168,-1.041844,1.077030,1.094041
6818,18.938889,-0.064920,0.098999,0.017476,-0.992814,-1.040160,1.076339,1.095864
6819,18.941667,-0.066078,0.097716,0.018384,-0.992848,-1.039695,1.076652,1.096945
6820,18.944444,-0.070181,0.098266,0.019937,-0.992482,-1.039430,1.077105,1.097530
6821,18.947222,-0.068903,0.097713,0.015556,-0.992705,-1.038551,1.076865,1.098908
6822,18.950000,-0.067396,0.097297,0.014649,-0.992863,-1.038095,1.078035,1.100688
6823,18.952778,-0.067648,0.100050,0.015917,-0.992553,-1.038608,1.077536,1.102001
6824,18.955556,-0.068681,0.104523,0.020151,-0.991944,-1.039491,1.078197,1.103279
6825,18.958333,-0.068477,0.107751,0.023034,-0.991549,-1.040108,1.078577,1.104233
6826,18.961111,-0.069346,0.108814,0.018691,-0.991464,-1.039007,1.079047,1.105562
6827,18.963889,-0.068758,0.106755,0.011747,-0.991836,-1.037978,1.078861,1.107257
6828,18.966667,-0.065434,0.105552,-0.012780,-0.992176,-1.039458,1.079013,1.108576
6829,18.969444,-0.066893,0.105475,0.007329,-0.992142,-1.038974,1.078768,1.109883
6830,18.972222,-0.069229,0.108153,0.018458,-0.991549,-1.040920,1.079068,1.110524
6831,18.975000,-0.072108,0.113309,0.029733,-0.990494,-1.042769,1.080041,1.111653
6832,18.977778,-0.070049,0.114884,0.030077,-0.990449,-1.043730,1.080117,1.112856
6833,18.980556,-0.070089,0.109630,0.028782,-0.991080,-1.044118,1.080224,1.113955
6834,18.983333,-0.069136,0.105194,0.029754,-0.991599,-1.044759,1.080240,1.115264
6835,18.986111,-0.070080,0.100934,0.033606,-0.991853,-1.045922,1.080683,1.116381
6836,18.988889,-0.069461,0.098731,0.038069,-0.991957,-1.046997,1.081105,1.117654
6837,18.991667,-0.070020,0.099818,0.038866,-0.991778,-1.046869,1.081449,1.118981
6838,18.994444,-0.070105,0.104903,0.035428,-0.991376,-1.045751,1.081543,1.120186
6839,18.997222,-0.072780,0.108310,0.032369,-0.990921,-1.044722,1.082389,1.121289
6840,19.000000,-0.072955,0.108748,0.035293,-0.990760,-1.044812,1.081851,1.122496
6841,19.002778,-0.074488,0.104521,0.038627,-0.990977,-1.045647,1.081544,1.123639
6842,19.005556,-0.074033,0.103032,0.041191,-0.991063,-1.045644,1.081523,1.124651
6843,19.008333,-0.072705,0.103098,0.035612,-0.991371,-1.044294,1.081791,1.126673
6844,19.011111,-0.074047,0.101897,0.030853,-0.991555,-1.042696,1.082108,1.128104
6845,19.013889,-0.074696,0.100026,0.026850,-0.991814,-1.041497,1.082879,1.129396
6846,19.016667,-0.074876,0.095776,0.024529,-0.992280,-1.040839,1.083172,1.130548
6847,19.019444,-0.072984,0.092144,0.022900,-0.992803,-1.039991,1.083141,1.132324
6848,19.022222,-0.071694,0.089073,0.022385,-0.993189,-1.039622,1.083491,1.133647
6849,19.025000,-0.074992,0.092811,0.023172,-0.992585,-1.039437,1.085000,1.134577
6850,19.027778,-0.075704,0.097154,0.026649,-0.992028,-1.039646,1.084635,1.135737
6851,19.030556,-0.076384,0.101279,0.032528,-0.991388,-1.040745,1.084952,1.136626
6852,19.033333,-0.079796,0.106001,0.044415,-0.990164,-1.040037,1.084844,1.138362
6853,19.036111,-0.076130,0.111376,0.028673,-0.990443,-1.039730,1.085113,1.139329
6854,19.038889,-0.078272,0.113847,0.020744,-0.990193,-1.037836,1.085729,1.140625
6855,19.041667,-0.076897,0.113292,-0.002920,-0.990577,-1.038396,1.085492,1.141935
6856,19.044444,-0.079129,0.111176,0.014299,-0.990542,-1.038038,1.086433,1.143182
6857,19.047222,-0.076826,0.111733,0.022383,-0.990511,-1.039528,1.086289,1.144012
6858,19.050000,-0.077540,0.113259,0.029782,-0.990087,-1.041606,1.086421,1.144855
6859,19.052778,-0.077520,0.111524,0.034900,-0.990119,-1.043283,1.086470,1.145989
6860,19.055556,-0.077202,0.106859,0.037872,-0.990549,-1.044264,1.086540,1.146831
6861,19.058333,-0.079431,0.101412,0.038296,-0.990929,-1.044621,1.087111,1.147774
6862,19.061111,-0.080559,0.098504,0.039733,-0.991074,-1.045121,1.087370,1.148897
6863,19.063889,-0.080530,0.096610,0.042556,-0.991146,-1.045968,1.087665,1.150171
6864,19.066667,-0.080535,0.096090,0.047348,-0.990979,-1.046904,1.087333,1.151155
6865,19.069444,-0.080713,0.100090,0.050785,-0.990398,-1.047170,1.087643,1.152496
6866,19.072222,-0.082786,0.108472,0.051052,-0.989330,-1.046797,1.087849,1.153235
6867,19.075000,-0.085687,0.112309,0.048004,-0.988807,-1.045988,1.088838,1.154333
6868,19.077778,-0.085166,0.113321,0.048201,-0.988727,-1.045200,1.088698,1.156036
6869,19.080556,-0.084030,0.108945,0.045932,-0.989424,-1.044413,1.088180,1.157263
6870,19.083333,-0.084783,0.107133,0.043949,-0.989648,-1.044004,1.088008,1.158449
6871,19.086111,-0.084993,0.107242,0.044985,-0.989572,-1.043537,1.087905,1.159607
6872,19.088889,-0.086683,0.106797,0.045319,-0.989458,-1.043350,1.088404,1.160834
6873,19.091667,-0.088216,0.104423,0.043939,-0.989638,-1.042439,1.088703,1.161839
6874,19.094444,-0.088628,0.098772,0.040014,-0.990348,-1.041306,1.088471,1.163349
6875,19.097222,-0.086819,0.097498,0.036467,-0.990771,-1.040377,1.088508,1.164751
6876,19.100000,-0.087287,0.094316,0.033499,-0.991143,-1.039135,1.089031,1.166017
6877,19.102778,-0.087758,0.096495,0.034954,-0.990841,-1.038950,1.089143,1.166910
6878,19.105556,-0.090259,0.098289,0.038726,-0.990299,-1.039051,1.089995,1.168080
6879,19.108333,-0.091435,0.100694,0.043712,-0.989742,-1.039885,1.090189,1.169126
6880,19.111111,-0.093203,0.103330,0.047882,-0.989112,-1.039860,1.090302,1.170293
6881,19.113889,-0.091720,0.106431,0.039454,-0.989294,-1.038709,1.089764,1.171438
6882,19.116667,-0.089299,0.107740,0.031713,-0.989653,-1.037522,1.089845,1.172969
6883,19.119444,-0.091943,0.107642,0.028171,-0.989528,-1.036668,1.089911,1.174199
6884,19.122222,-0.091841,0.103990,0.027596,-0.989944,-1.037168,1.089908,1.175242
6885,19.125000,-0.093233,0.104612,0.030381,-0.989667,-1.037892,1.090389,1.176262
6886,19.127778,-0.093219,0.104230,0.033681,-0.989602,-1.038888,1.090587,1.177225
6887,19.130556,-0.091675,0.102567,0.038499,-0.989744,-1.040586,1.090694,1.178313
6888,19.133333,-0.092530,0.100144,0.043066,-0.989725,-1.041676,1.090732,1.179307
6889,19.136111,-0.093805,0.098215,0.045635,-0.989683,-1.042397,1.090994,1.180104
6890,19.138889,-0.095892,0.096707,0.046484,-0.989592,-1.042869,1.091209,1.181216
6891,19.141667,-0.095847,0.097017,0.047939,-0.989496,-1.043112,1.090937,1.182471
6892,19.144444,-0.096227,0.096698,0.050812,-0.989347,-1.043577,1.090967,1.183585
6893,19.147222,-0.096062,0.099352,0.053735,-0.988946,-1.044216,1.090363,1.184600
6894,19.150000,-0.097434,0.109182,0.057930,-0.987537,-1.044381,1.090229,1.185636
6895,19.152778,-0.097926,0.116135,0.059630,-0.986594,-1.044085,1.091348,1.186902
6896,19.155556,-0.100669,0.120647,0.058236,-0.985859,-1.043373,1.091350,1.188099
6897,19.158333,-0.100782,0.120750,0.057663,-0.985869,-1.042414,1.091448,1.189476
6898,19.161111,-0.099295,0.114086,0.055165,-0.986956,-1.041906,1.090821,1.190788
6899,19.163889,-0.100749,0.109438,0.053735,-0.987414,-1.041354,1.091006,1.192113
6900,19.166667,-0.101692,0.106609,0.053238,-0.987653,-1.041006,1.090552,1.193175
6901,19.169444,-0.102842,0.103766,0.052677,-0.987867,-1.040501,1.090304,1.194005
6902,19.172222,-0.104934,0.101670,0.049392,-0.988035,-1.039384,1.090097,1.194800
6903,19.175000,-0.104576,0.100082,0.045073,-0.988441,-1.038169,1.090007,1.196761
6904,19.177778,-0.102413,0.098145,0.042895,-0.988959,-1.036771,1.089930,1.198346
6905,19.180556,-0.102120,0.096152,0.040525,-0.989285,-1.035556,1.089845,1.199971
6906,19.183333,-0.103983,0.095571,0.038850,-0.989214,-1.034914,1.089998,1.201153
6907,19.186111,-0.104261,0.096426,0.039545,-0.989074,-1.034652,1.089896,1.202111
6908,19.188889,-0.106713,0.098308,0.043325,-0.988469,-1.034844,1.090068,1.203080
6909,19.191667,-0.106702,0.099943,0.044400,-0.988258,-1.035209,1.089767,1.204297
6910,19.194444,-0.106684,0.103764,0.044961,-0.987841,-1.034262,1.088989,1.205735
6911,19.197222,-0.106009,0.107517,0.038248,-0.987795,-1.032702,1.088500,1.207132
6912,19.200000,-0.106782,0.111757,0.031303,-0.987486,-1.031216,1.089376,1.208781
6913,19.202778,-0.106506,0.112834,0.026382,-0.987537,-1.030874,1.089005,1.210115
6914,19.205556,-0.107159,0.110656,0.029749,-0.987617,-1.031447,1.088856,1.211106
6915,19.208333,-0.106601,0.107345,0.032537,-0.987955,-1.032422,1.088931,1.212195
6916,19.211111,-0.107279,0.103941,0.035833,-0.988131,-1.033638,1.088977,1.213197
6917,19.213889,-0.106228,0.099808,0.038847,-0.988557,-1.034872,1.088513,1.214379
6918,19.216667,-0.106804,0.098425,0.042480,-0.988484,-1.035998,1.087888,1.215381
6919,19.219444,-0.107757,0.096993,0.044342,-0.988441,-1.036504,1.087789,1.216447
6920,19.222222,-0.108730,0.096568,0.044256,-0.988379,-1.036340,1.087475,1.217377
6921,19.225000,-0.108600,0.097437,0.044918,-0.988279,-1.036523,1.087422,1.218830
6922,19.227778,-0.108623,0.097820,0.047113,-0.988136,-1.036906,1.087258,1.220219
6923,19.230556,-0.108431,0.098337,0.052307,-0.987844,-1.037665,1.086994,1.221666
6924,19.233333,-0.108472,0.106782,0.056376,-0.986739,-1.037795,1.086670,1.222838
6925,19.236111,-0.110558,0.116574,0.056953,-0.985365,-1.037224,1.086643,1.223871
6926,19.238889,-0.112131,0.121587,0.055267,-0.984677,-1.036270,1.086897,1.225176
6927,19.241667,-0.112925,0.122162,0.054384,-0.984564,-1.035470,1.086251,1.226800
6928,19.244444,-0.111918,0.117483,0.052077,-0.985373,-1.034843,1.085781,1.228452
6929,19.247222,-0.110063,0.111514,0.047595,-0.986502,-1.034567,1.084330,1.229290
6930,19.250000,-0.110941,0.106674,0.046825,-0.986975,-1.034153,1.083751,1.230439
6931,19.252778,-0.112849,0.103830,0.045975,-0.987102,-1.032699,1.084666,1.232575
6932,19.255556,-0.115917,0.100797,0.044831,-0.987114,-1.032118,1.083832,1.232868
6933,19.258333,-0.115289,0.097597,0.040170,-0.987709,-1.030496,1.083100,1.234834
6934,19.261111,-0.114514,0.092546,0.035707,-0.988457,-1.029271,1.083102,1.236340
6935,19.263889,-0.113438,0.092338,0.031268,-0.988751,-1.027985,1.081510,1.237651
6936,19.266667,-0.113316,0.091961,0.029244,-0.988862,-1.027023,1.081871,1.239456
6937,19.269444,-0.114803,0.093850,0.030855,-0.988464,-1.026262,1.081933,1.240691
6938,19.272222,-0.114977,0.095432,0.033711,-0.988199,-1.026642,1.081917,1.241939
6939,19.275000,-0.115270,0.098211,0.035763,-0.987820,-1.026762,1.080673,1.243596
6940,19.277778,-0.115522,0.103753,0.036178,-0.987209,-1.026248,1.080328,1.244767
6941,19.280556,-0.115308,0.107043,0.030815,-0.987065,-1.024549,1.080013,1.246303
6942,19.283333,-0.114511,0.113065,0.023685,-0.986683,-1.022989,1.079745,1.248062
6943,19.286111,-0.114686,0.114224,0.019330,-0.986624,-1.022099,1.079573,1.249621
6944,19.288889,-0.114890,0.112407,0.018996,-0.986815,-1.022342,1.078927,1.250815
6945,19.291667,-0.115454,0.110004,0.021011,-0.986979,-1.023237,1.078336,1.251848
6946,19.294444,-0.116424,0.107153,0.026335,-0.987051,-1.024650,1.077735,1.253107
6947,19.297222,-0.114402,0.104145,0.028422,-0.987552,-1.026070,1.077002,1.254175
6948,19.300000,-0.115495,0.099643,0.031690,-0.987789,-1.026963,1.077178,1.255354
6949,19.302778,-0.113966,0.098501,0.033435,-0.988024,-1.027514,1.076705,1.256809
6950,19.305556,-0.115239,0.095460,0.032695,-0.988200,-1.027599,1.076387,1.258036
6951,19.308333,-0.115757,0.094309,0.034083,-0.988203,-1.027779,1.075485,1.259445
6952,19.311111,-0.115592,0.094594,0.036407,-0.988112,-1.028259,1.075015,1.260874
6953,19.313889,-0.116218,0.095684,0.039034,-0.987833,-1.028571,1.074490,1.262275
6954,19.316667,-0.115314,0.104188,0.043948,-0.986872,-1.028623,1.073520,1.263809
6955,19.319444,-0.117184,0.113177,0.044208,-0.985649,-1.028006,1.073306,1.264918
6956,19.322222,-0.118739,0.118080,0.042350,-0.984969,-1.027198,1.073298,1.266326
6957,19.325000,-0.119384,0.118006,0.041149,-0.984951,-1.026278,1.072571,1.267667
6958,19.327778,-0.118416,0.113404,0.038596,-0.985712,-1.025705,1.071987,1.269368
6959,19.330556,-0.117926,0.108877,0.036626,-0.986356,-1.025265,1.071394,1.271117
6960,19.333333,-0.117735,0.105250,0.035728,-0.986805,-1.024590,1.070245,1.272501
6961,19.336111,-0.118261,0.102496,0.034670,-0.987070,-1.023490,1.070045,1.273962
6962,19.338889,-0.120077,0.101802,0.030525,-0.987059,-1.022352,1.069293,1.274985
6963,19.341667,-0.118567,0.098094,0.026228,-0.987741,-1.021102,1.068416,1.276951
