timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,rlapp.pwmM1,rlapp.pwmM2,rlapp.pwmM3,rlapp.pwmM4,rlapp.tgtGate
41681.938,1.3860458135604858,2.312432289123535,0.1313350945711136,0.0034328289330005646,-0.00987217016518116,0.0005237750592641532,0.3376343548297882,-0.3541952669620514,-0.6366165280342102,0.015903975814580917,-0.12798507511615753,-0.34517285227775574,-230.0,279.0,-7.0,0,0,0,0,0
41691.845,1.386045217514038,2.3124496936798096,0.1313239187002182,0.0037985339295119047,-0.009879372082650661,0.0004485473036766052,0.33892562985420227,-0.3541606664657593,-0.639782190322876,0.034128300845623016,-0.00661639915779233,0.44092825055122375,-237.0,281.0,-15.0,0,0,0,0,0
41701.763,1.3860657215118408,2.3124072551727295,0.13130933046340942,0.004194017965346575,-0.01008794829249382,0.00040928434464149177,0.3398283123970032,-0.35580915212631226,-0.6381444931030273,-0.0800645649433136,-0.11073340475559235,-0.1683550477027893,-236.0,279.0,-19.0,0,0,0,0,0
41711.669,1.3860763311386108,2.3124117851257324,0.13132517039775848,0.00454943161457777,-0.01014025043696165,0.0005300030461512506,0.34067654609680176,-0.35425999760627747,-0.6394410729408264,0.08084319531917572,-0.10377858579158783,0.006968966219574213,-231.0,271.0,-23.0,0,0,0,0,0
41721.567,1.3860889673233032,2.3124125003814697,0.13132509589195251,0.00488129211589694,-0.010204561986029148,0.0005401340895332396,0.34006935358047485,-0.35409319400787354,-0.6407960057258606,0.11054059118032455,-0.2719969153404236,1.2189881801605225,-230.0,264.0,-21.0,0,0,0,0,0
41731.476,1.3861011266708374,2.3124215602874756,0.13131345808506012,0.0051969317719340324,-0.010234569199383259,0.0005309474654495716,0.3413146138191223,-0.34992149472236633,-0.6219635009765625,0.06123517081141472,-0.6333862543106079,-1.2593417167663574,-233.0,251.0,-2.0,0,0,0,0,0
41741.381,1.386123776435852,2.31241512298584,0.13131743669509888,0.005536599550396204,-0.010313677601516247,0.0007648498867638409,0.34198296070098877,-0.34492233395576477,-0.6284432411193848,0.3268067538738251,-0.37714245915412903,-0.7832215428352356,-234.0,240.0,7.0,0,0,0,0,0
41751.311,1.386160135269165,2.3123722076416016,0.13131490349769592,0.005853736773133278,-0.01050527859479189,0.0006287735886871815,0.34285813570022583,-0.341681569814682,-0.6361133456230164,0.08176512271165848,0.2218087911605835,-1.2517894506454468,-236.0,247.0,2.0,0,0,0,0,0
41761.203,1.386182427406311,2.3123812675476074,0.1313408762216568,0.006105300039052963,-0.010524137876927853,0.0005835912888869643,0.3433607816696167,-0.3413408398628235,-0.647483766078949,0.03666694089770317,0.40275198221206665,-0.9366000294685364,-239.0,275.0,-17.0,0,0,0,0,0
41771.106,1.3862019777297974,2.312382698059082,0.13134083151817322,0.006329533644020557,-0.010565215721726418,0.0006190239218994975,0.34506744146347046,-0.34285008907318115,-0.6584081053733826,0.02855532057583332,0.8002276420593262,-0.47132787108421326,-240.0,313.0,-47.0,0,0,0,0,0
41781.013,1.3862205743789673,2.3123972415924072,0.13132929801940918,0.006525644101202488,-0.010555196553468704,0.0007587874424643815,0.34578660130500793,-0.3507131338119507,-0.6642842292785645,0.3111736476421356,-1.4872819185256958,-0.5277495980262756,-240.0,352.0,-77.0,0,0,0,0,0
41790.93,1.3862391710281372,2.312399387359619,0.13132689893245697,0.006738102994859219,-0.01058943010866642,0.0007772542303428054,0.3467697501182556,-0.34832319617271423,-0.6677995920181274,-0.31186166405677795,-3.679779052734375,-13.78715705871582,-244.0,379.0,-74.0,0,0,0,0,0
41800.827,1.386283040046692,2.3123533725738525,0.13131962716579437,0.006967760622501373,-0.010782623663544655,0.0004089866706635803,0.34702613949775696,-0.3646247386932373,-0.6305342316627502,0.11641962081193924,14.417496681213379,8.389203071594238,-238.0,369.0,-88.0,0,0,0,0,0
41810.742,1.3863052129745483,2.312363386154175,0.1313122659921646,0.0071153114549815655,-0.010782168246805668,-0.0007019768236204982,0.34724077582359314,-0.4020748734474182,-0.7066276669502258,1.075463891029358,-2.0053627490997314,-1.523130178451538,-239.0,514.0,-84.0,0,0,0,0,0
41820.644,1.3863264322280884,2.3123672008514404,0.1312626153230667,0.007454743608832359,-0.010803001932799816,-0.0017552662175148726,0.35143858194351196,-0.3545152544975281,-0.5599492192268372,-0.4392983317375183,-3.615455389022827,18.544153213500977,-260.0,340.0,-2.0,0,0,0,0,0
41830.556,1.3863496780395508,2.3123767375946045,0.13124194741249084,0.007579346653074026,-0.01080754492431879,-0.0015184365911409259,0.35261860489845276,-0.3811322748661041,-0.5333766937255859,-1.5469224452972412,1.7063168287277222,1.6127190589904785,-214.0,347.0,174.0,0,0,0,0,0
