timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,rlapp.pwmM1,rlapp.pwmM2,rlapp.pwmM3,rlapp.pwmM4,rlapp.tgtGate
127083.638,1.5376883745193481,2.4204258918762207,0.13186952471733093,-0.0015920308651402593,0.00212439289316535,0.0015148561215028167,0.08654697984457016,-0.5061118006706238,-73.37349700927734,-0.16408857703208923,0.007989197969436646,1.0300450325012207,-47.0,295.0,-645.0,0,0,0,0,0
127093.326,1.5376900434494019,2.4204440116882324,0.1318730264902115,-0.0011978516122326255,0.002183194737881422,0.0015741260722279549,0.08580415695905685,-0.5065972805023193,-73.38200378417969,0.21951881051063538,-0.0046445694752037525,-0.7745012640953064,-44.0,296.0,-757.0,0,0,0,0,0
127103.449,1.537678599357605,2.420461416244507,0.13188941776752472,-0.0010550664737820625,0.0012231535511091352,0.0016896309098228812,0.08582792431116104,-0.5070120692253113,-73.38692474365234,0.19597867131233215,-0.5043731927871704,1.526931881904602,-47.0,297.0,-806.0,0,0,0,0,0
127113.132,1.5376685857772827,2.420469284057617,0.13190723955631256,-0.0009183104848489165,0.0002931516501121223,0.00185813894495368,0.08641187101602554,-0.5045294761657715,-73.38172149658203,-0.025032944977283478,-0.0461869053542614,-0.06595908850431442,-49.0,289.0,-816.0,0,0,0,0,0
127123.28,1.5376957654953003,2.420452833175659,0.1318971961736679,-0.0007937829941511154,-0.000652325339615345,0.0018145808717235923,0.08855203539133072,-0.5056011080741882,-73.54896545410156,-0.3672716021537781,-0.10880481451749802,-2.0179741382598877,-47.0,288.0,-830.0,0,0,0,0,0
127132.958,1.537733554840088,2.420405149459839,0.13188736140727997,-0.0006986384396441281,-0.0016158913495019078,0.001780928228981793,0.0906781479716301,-0.5079235434532166,-73.80038452148438,0.09209928661584854,0.004057825077325106,1.2524038553237915,-47.0,307.0,-1062.0,0,0,0,0,0
127143.085,1.5377486944198608,2.4203691482543945,0.13188906013965607,-0.0006329100579023361,-0.002497928449884057,0.0018521849997341633,0.09358873963356018,-0.5083810687065125,-73.95547485351562,-0.1688556671142578,-0.04635688662528992,1.0943589210510254,-51.0,317.0,-1438.0,0,0,0,0,0
127152.764,1.5377655029296875,2.4203596115112305,0.13186293840408325,-0.0005687913508154452,-0.0032756838481873274,0.001648617209866643,0.09307339042425156,-0.5067655444145203,-74.11021423339844,0.038191717118024826,-0.25650525093078613,-1.1328096389770508,-44.0,316.0,-1850.0,0,0,0,0,0
127162.9,1.5377835035324097,2.4203243255615234,0.13186539709568024,-0.0005147496121935546,-0.004068408161401749,0.0015959060983732343,0.09497565031051636,-0.5057911276817322,-74.265380859375,-0.04062864929437637,-0.18564772605895996,-0.753391683101654,-47.0,323.0,-2283.0,0,0,0,0,0
127172.591,1.5378000736236572,2.420261859893799,0.13186945021152496,-0.0004711645597126335,-0.004866721108555794,0.0017950021428987384,0.09620774537324905,-0.5050835609436035,-74.41580200195312,0.027288760989904404,0.2023411989212036,-0.7184141278266907,-49.0,333.0,-2695.0,0,0,0,0,0
127182.717,1.537810206413269,2.4202160835266113,0.1318650245666504,-0.0004574268823489547,-0.005580019671469927,0.0017462203977629542,0.09676914662122726,-0.5053820610046387,-74.57969665527344,0.34178149700164795,3.1234614849090576,-0.8501067757606506,-48.0,344.0,-3114.0,0,0,0,0,0
127192.401,1.537814974784851,2.4201571941375732,0.13187572360038757,-0.000429635401815176,-0.006243142299354076,0.0015662569785490632,0.09777062386274338,-0.5208078622817993,-74.5768051147461,1.1447596549987793,-3.153275728225708,-14.38041877746582,-54.0,389.0,-3460.0,0,0,0,0,0
127202.539,1.5378284454345703,2.420104742050171,0.13186733424663544,-0.00040337888640351593,-0.006908126641064882,0.0009415059466846287,0.1020428016781807,-0.5147604942321777,-74.78263092041016,-1.2419836521148682,-4.640829086303711,5.7816572189331055,-58.0,461.0,-3777.0,0,0,0,0,0
127212.227,1.537851333618164,2.420060396194458,0.13182424008846283,-0.0003571153210941702,-0.0075670569203794,0.0003451718366704881,0.09910646080970764,-0.49722445011138916,-74.96588134765625,0.6503087878227234,4.8233160972595215,25.1878719329834,-54.0,374.0,-4176.0,0,0,0,0,0
127222.351,1.5378587245941162,2.419990301132202,0.13181552290916443,-0.0003691289166454226,-0.008147190324962139,0.0004966332344338298,0.11381885409355164,-0.5039412975311279,-74.87220001220703,3.485281467437744,5.010005950927734,10.191269874572754,-102.0,348.0,-4444.0,0,0,0,0,0
127232.036,1.5378597974777222,2.4199159145355225,0.13180860877037048,-0.00040427022031508386,-0.008687927387654781,0.00037548705586232245,0.16224908828735352,-0.5242043733596802,-74.89473724365234,4.2194695472717285,0.5335894227027893,9.360177993774414,-267.0,478.0,-4428.0,0,0,0,0,0
127242.168,1.5378539562225342,2.4198336601257324,0.1318332999944687,-0.000504692958202213,-0.009348886087536812,0.006910506170243025,0.19168634712696075,-0.5306156873703003,-74.95907592773438,3.2755868434906006,5.516038417816162,13.28862190246582,-264.0,563.0,-4407.0,0,0,0,0,0
