timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,motor.m1,motor.m2,motor.m3,motor.m4,rlapp.nnOut0,rlapp.nnOut1,rlapp.nnOut2,rlapp.nnOut3
41576.574,2.560192346572876,2.6684136390686035,0.16448654234409332,-0.009606664068996906,-0.004593745339661837,-0.0007465552189387381,-0.5139268636703491,-0.6289552450180054,-83.56096649169922,-0.09043358266353607,-0.03002464771270752,0.0479804165661335,-0.010739827528595924,-0.011254612356424332,0.9992449879646301,36209,41066,32968,40816,0.5793315172195435,0.49090301990509033,-0.3536006212234497,0.49934810400009155
41578.556,2.560242176055908,2.6684350967407227,0.16449519991874695,-0.009418795816600323,-0.004527432844042778,-0.0007065028185024858,-0.5146263241767883,-0.6293167471885681,-83.60287475585938,0.04825980216264725,-0.0706191286444664,-0.0237323846668005,-0.010477027855813503,-0.01162113156169653,0.9991051554679871,36210,41063,32961,40819,0.5793315172195435,0.49090301990509033,-0.3536006212234497,0.49934810400009155
41580.524,2.560242176055908,2.6684350967407227,0.16449519991874695,-0.009418795816600323,-0.004527432844042778,-0.0007065028185024858,-0.5146263241767883,-0.6293167471885681,-83.60287475585938,0.09247758239507675,-0.1729869693517685,0.013660753145813942,-0.010233457200229168,-0.01194737572222948,0.9990864992141724,36211,41061,32957,40822,0.5793315172195435,0.49090301990509033,-0.3536006212234497,0.49934810400009155
41582.602,2.5601470470428467,2.6683897972106934,0.16448788344860077,-0.009612751193344593,-0.004558068234473467,-0.0007553492905572057,-0.5140007138252258,-0.6278039216995239,-83.52655792236328,0.12317521125078201,-0.23906072974205017,0.10210598260164261,-0.010141748003661633,-0.012282869778573513,0.9988048076629639,36213,43972,32952,43740,0.6902187466621399,0.5063501596450806,-0.3512919545173645,0.46815136075019836
41584.473,2.5602023601531982,2.6684131622314453,0.16450081765651703,-0.009406707249581814,-0.004483623430132866,-0.0006955867866054177,-0.5147018432617188,-0.6280689239501953,-83.56910705566406,0.06558118015527725,-0.18241137266159058,0.06583800166845322,-0.010334537364542484,-0.01255160104483366,0.998212993144989,36213,43969,32940,43743,0.6902187466621399,0.5063501596450806,-0.3512919545173645,0.46815136075019836
41586.45,2.5602023601531982,2.6684131622314453,0.16450081765651703,-0.009406707249581814,-0.004483623430132866,-0.0006955867866054177,-0.5147018432617188,-0.6280689239501953,-83.56910705566406,-0.025484779849648476,-0.05956383794546127,-0.06656064093112946,-0.010539624840021133,-0.01289127767086029,0.9979708194732666,36214,43966,32929,43745,0.7233579158782959,0.5052449703216553,-0.34882402420043945,0.4580947756767273
41588.421,2.5602023601531982,2.6684131622314453,0.16450081765651703,-0.009406707249581814,-0.004483623430132866,-0.0006955867866054177,-0.5147018432617188,-0.6280689239501953,-83.56910705566406,0.025988446548581123,0.09331822395324707,-0.12657034397125244,-0.010410238988697529,-0.01321632880717516,0.9982933402061462,36215,43964,32920,43748,0.7233579158782959,0.5052449703216553,-0.34882402420043945,0.4580947756767273
41590.403,2.5602569580078125,2.6684579849243164,0.16449445486068726,-0.009204138070344925,-0.004311148542910814,-0.0007246657041832805,-0.5154543519020081,-0.6273621916770935,-83.61173248291016,0.13777506351470947,0.12973842024803162,-0.03102581948041916,-0.009832723066210747,-0.013020300306379795,0.9987674951553345,36215,43962,32913,43750,0.7233579158782959,0.5052449703216553,-0.34882402420043945,0.4580947756767273
41592.464,2.5601632595062256,2.668414354324341,0.16448651254177094,-0.00954824686050415,-0.004423842765390873,-0.0008641540771350265,-0.5140709280967712,-0.6262664794921875,-83.53535461425781,0.1105198860168457,-0.010072053410112858,0.04805118218064308,-0.00924486480653286,-0.012583238072693348,0.9993073344230652,36216,47839,32906,47630,0.7320226430892944,0.5046147108078003,-0.347534716129303,0.4548395574092865
41594.346,2.560218572616577,2.6684458255767822,0.16448841989040375,-0.00933629460632801,-0.0043112472631037235,-0.0008551515056751668,-0.5150396823883057,-0.6261662244796753,-83.5770034790039,-0.038467295467853546,-0.07576683163642883,-0.05384958162903786,-0.009022640995681286,-0.01236939337104559,0.9998074173927307,36216,47837,32896,47631,0.7320226430892944,0.5046147108078003,-0.347534716129303,0.4548395574092865
41596.323,2.560218572616577,2.6684458255767822,0.16448841989040375,-0.00933629460632801,-0.0043112472631037235,-0.0008551515056751668,-0.5150396823883057,-0.6261662244796753,-83.5770034790039,-0.029425034299492836,-0.09961877018213272,-0.07778291404247284,-0.009082064963877201,-0.011980840936303139,1.0000487565994263,36217,47836,32886,47632,0.7344232797622681,0.5037367343902588,-0.3474552631378174,0.45454904437065125
41598.295,2.560218572616577,2.6684458255767822,0.16448841989040375,-0.00933629460632801,-0.0043112472631037235,-0.0008551515056751668,-0.5150396823883057,-0.6261662244796753,-83.5770034790039,-0.11049382388591766,-0.22679586708545685,0.2959204614162445,-0.00950484350323677,-0.01133324857801199,1.000274658203125,36217,47836,32879,47633,0.7344232797622681,0.5037367343902588,-0.3474552631378174,0.45454904437065125
