timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,motor.m1,motor.m2,motor.m3,motor.m4,rlapp.nnOut0,rlapp.nnOut1,rlapp.nnOut2,rlapp.nnOut3
88895.606,-0.002528225304558873,-0.2937028408050537,0.14702704548835754,-0.00497277220711112,-0.022125517949461937,-0.0010810302337631583,0.006014002487063408,0.2788699269294739,-81.62251281738281,0.06486015766859055,-0.27360233664512634,0.027368886396288872,0.011658422648906708,-0.0028175723273307085,1.0001845359802246,38602,40929,35331,40943,1.0,1.0,0.019493697211146355,-1.0
88897.539,-0.002508777193725109,-0.2935909032821655,0.14701014757156372,-0.0049081179313361645,-0.02173234336078167,-0.0011592309456318617,0.005983106326311827,0.2791420817375183,-81.66397857666016,-0.12058944255113602,0.053895268589258194,0.07741247862577438,0.012149259448051453,-0.002881550695747137,1.0005394220352173,38612,40926,35341,40945,1.0,1.0,0.019493697211146355,-1.0
88899.572,-0.002508777193725109,-0.2935909032821655,0.14701014757156372,-0.0049081179313361645,-0.02173234336078167,-0.0011592309456318617,0.005983106326311827,0.2791420817375183,-81.66397857666016,-0.08639407902956009,0.34878143668174744,-0.012887408025562763,0.012411927804350853,-0.0032221265137195587,1.0008362531661987,38622,43842,35350,43865,1.0,1.0,0.023790495470166206,-1.0
88901.734,-0.002508777193725109,-0.2935909032821655,0.14701014757156372,-0.0049081179313361645,-0.02173234336078167,-0.0011592309456318617,0.005983106326311827,0.2791420817375183,-81.66397857666016,-0.12725399434566498,0.4234405755996704,0.09169930219650269,0.012449142523109913,-0.0032754437997937202,1.000906229019165,38632,43840,35361,43867,1.0,1.0,0.023790495470166206,-1.0
88903.49,-0.002486385405063629,-0.29347383975982666,0.14701659977436066,-0.004829870071262121,-0.02131502330303192,-0.001128851785324514,0.005805736407637596,0.2796328663825989,-81.70549774169922,-0.08610948920249939,0.24023155868053436,0.2473205178976059,0.01261227112263441,-0.0029891643207520247,1.000458002090454,38642,43839,35373,43869,1.0,1.0,0.024891966953873634,-1.0
88905.515,-0.002535719657316804,-0.29369068145751953,0.14700555801391602,-0.005008122883737087,-0.02206050604581833,-0.0010779243893921375,0.005447664763778448,0.2786867320537567,-81.63031768798828,-0.04870067536830902,0.035563722252845764,0.2963186800479889,0.012739669531583786,-0.002461562864482403,0.999963641166687,38651,43837,35385,43870,1.0,1.0,0.025235792621970177,-1.0
88907.454,-0.0025095967575907707,-0.2935642600059509,0.1470155417919159,-0.004914837423712015,-0.02160518616437912,-0.0010310427751392126,0.005124105606228113,0.279406875371933,-81.6720199584961,-0.03734339773654938,-0.026879047974944115,0.10131722688674927,0.012647651135921478,-0.002137518022209406,0.9999789595603943,38658,43837,35391,43871,1.0,1.0,0.025235792621970177,-1.0
88909.464,-0.0025095967575907707,-0.2935642600059509,0.1470155417919159,-0.004914837423712015,-0.02160518616437912,-0.0010310427751392126,0.005124105606228113,0.279406875371933,-81.6720199584961,0.22165119647979736,0.06048364192247391,-0.1738472580909729,0.01263001374900341,-0.0023534209467470646,1.0000064373016357,38665,47717,35398,47753,1.0,1.0,0.025477958843111992,-1.0
88911.406,-0.0025095967575907707,-0.2935642600059509,0.1470155417919159,-0.004914837423712015,-0.02160518616437912,-0.0010310427751392126,0.005124105606228113,0.279406875371933,-81.6720199584961,0.365390419960022,0.21940883994102478,-0.1637352555990219,0.012330171652138233,-0.0032768212258815765,0.9994991421699524,38670,47716,35407,47754,1.0,1.0,0.025477958843111992,-1.0
88913.387,-0.0025342178996652365,-0.2936634421348572,0.1470179706811905,-0.004959444981068373,-0.02197992242872715,-0.0009790407493710518,0.005693842191249132,0.27862492203712463,-81.63799285888672,0.17872987687587738,0.1930054873228073,0.2656703591346741,0.01150369830429554,-0.004010783974081278,0.9988163113594055,38674,47715,35413,47755,1.0,1.0,0.025477958843111992,-1.0
