timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,rlapp.pwmM1,rlapp.pwmM2,rlapp.pwmM3,rlapp.pwmM4,rlapp.tgtGate
70118.328,1.461448311805725,2.0466220378875732,0.13152846693992615,-0.008684500120580196,-0.004574510734528303,0.001361074740998447,-0.17599430680274963,-0.4513905346393585,-83.7843017578125,0.09936171025037766,-0.37938201427459717,3.1479873657226562,23.0,335.0,117.0,0,0,0,0,0
70128.226,1.4614741802215576,2.0466246604919434,0.13153061270713806,-0.00783875398337841,-0.005030298605561256,0.0013988440623506904,-0.17646609246730804,-0.44480976462364197,-83.83927154541016,0.31634968519210815,-1.088360071182251,-1.7479487657546997,21.0,304.0,1.0,0,0,0,0,0
70138.139,1.461507797241211,2.046623468399048,0.13153234124183655,-0.007009092718362808,-0.005468239076435566,0.00167134590446949,-0.1748131513595581,-0.4318658113479614,-83.92292022705078,-0.2499142587184906,-1.42274808883667,-1.5327019691467285,17.0,246.0,-147.0,0,0,0,0,0
70148.05,1.4615387916564941,2.0466246604919434,0.13154834508895874,-0.006244502030313015,-0.005845934618264437,0.0016448170645162463,-0.17596346139907837,-0.4169878363609314,-84.02022552490234,-0.2503601610660553,-0.6710945963859558,-1.7957755327224731,26.0,203.0,-355.0,0,0,0,0,0
70157.946,1.4615288972854614,2.0465927124023438,0.13156627118587494,-0.00563301146030426,-0.006251275073736906,0.001537503907456994,-0.17763319611549377,-0.4099361300468445,-84.07926177978516,0.29796963930130005,0.5744722485542297,-0.21503154933452606,37.0,218.0,-606.0,0,0,0,0,0
70167.853,1.461572527885437,2.0465831756591797,0.13155661523342133,-0.0049043502658605576,-0.00654266681522131,0.0013024834915995598,-0.17674177885055542,-0.4139311909675598,-84.17649841308594,-0.08885630965232849,1.3144023418426514,-2.810211658477783,38.0,298.0,-888.0,0,0,0,0,0
70177.774,1.461616039276123,2.046565055847168,0.13155852258205414,-0.004164001904428005,-0.006855460349470377,0.0007793958066031337,-0.17913414537906647,-0.42603883147239685,-84.2792739868164,0.617545485496521,1.7214229106903076,2.833597183227539,45.0,398.0,-1180.0,0,0,0,0,0
70187.681,1.4616698026657104,2.0465404987335205,0.13155335187911987,-0.0034176346380263567,-0.007180920802056789,0.0009184531518258154,-0.17625482380390167,-0.4430851936340332,-84.34793090820312,0.21675001084804535,1.8233953714370728,2.933159351348877,41.0,480.0,-1454.0,0,0,0,0,0
70197.585,1.4617235660552979,2.046510934829712,0.131548672914505,-0.002716449787840247,-0.007528376765549183,0.0013943619560450315,-0.17339743673801422,-0.4607063829898834,-84.40939331054688,-0.02430911362171173,2.2708752155303955,-0.9386212229728699,38.0,514.0,-1686.0,0,0,0,0,0
70207.482,1.4617843627929688,2.046491861343384,0.13156616687774658,-0.0020837353076785803,-0.007835502736270428,0.0009768021991476417,-0.17315393686294556,-0.4686031937599182,-84.45559692382812,0.3695887327194214,2.7899670600891113,-24.06430435180664,44.0,522.0,-1871.0,0,0,0,0,0
