timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,motor.m1,motor.m2,motor.m3,motor.m4,rlapp.nnOut0,rlapp.nnOut1,rlapp.nnOut2,rlapp.nnOut3
32900.462,0.0022687693126499653,-0.3214280903339386,0.14862821996212006,0.042495157569646835,-0.021871743723750114,-0.00010325277253286913,0.07962850481271744,0.3011663854122162,-0.03499733656644821,-0.19759982824325562,0.2908610999584198,-0.17335499823093414,0.0223942119628191,-0.008312717080116272,0.9990305304527283,38606,40903,35391,40962,1.0,1.0,0.18383242189884186,0.06282325834035873
32902.433,0.0022687693126499653,-0.3214280903339386,0.14862821996212006,0.042495157569646835,-0.021871743723750114,-0.00010325277253286913,0.07962850481271744,0.3011663854122162,-0.03499733656644821,-0.10270529240369797,-0.05337953940033913,-0.0673588216304779,0.021927032619714737,-0.008711809292435646,0.9991363883018494,38627,40897,35392,40967,1.0,1.0,0.18383242189884186,0.06282325834035873
32904.425,0.002510727383196354,-0.32155629992485046,0.14862604439258575,0.04351102188229561,-0.022419393062591553,-0.00024980379384942353,0.07882647961378098,0.2989948093891144,-0.035514794290065765,0.13335029780864716,-0.3298611342906952,-0.047268472611904144,0.021517286077141762,-0.00897915754467249,0.9991195797920227,38649,40892,35392,40973,1.0,1.0,0.1900184005498886,0.06195395439863205
32906.438,0.002510727383196354,-0.32155629992485046,0.14862604439258575,0.04351102188229561,-0.022419393062591553,-0.00024980379384942353,0.07882647961378098,0.2989948093891144,-0.035514794290065765,0.13137273490428925,-0.29979339241981506,-0.0845501720905304,0.021266117691993713,-0.008929791860282421,0.9988882541656494,38671,43801,35392,43894,1.0,1.0,0.19027185440063477,0.060929831117391586
32908.436,0.002510727383196354,-0.32155629992485046,0.14862604439258575,0.04351102188229561,-0.022419393062591553,-0.00024980379384942353,0.07882647961378098,0.2989948093891144,-0.035514794290065765,-0.12612920999526978,-0.21531899273395538,-0.027682116255164146,0.02136870287358761,-0.00870813149958849,0.998441219329834,38691,43796,35393,43900,1.0,1.0,0.19027185440063477,0.060929831117391586
32910.358,0.0022751460783183575,-0.3214356601238251,0.14863133430480957,0.04260844737291336,-0.02193455398082733,-0.00022758025443181396,0.07882647961378098,0.2989948093891144,-0.035514794290065765,-0.3053034842014313,-0.1798948347568512,0.10223086178302765,0.02146117389202118,-0.008375857956707478,0.9982549548149109,38710,43791,35393,43905,1.0,1.0,0.1908276230096817,0.06139190122485161
32912.342,0.0022751460783183575,-0.3214356601238251,0.14863133430480957,0.04260844737291336,-0.02193455398082733,-0.00022758025443181396,0.07882647961378098,0.2989948093891144,-0.035514794290065765,-0.18468990921974182,-0.08262847363948822,0.28268492221832275,0.021344415843486786,-0.008194138295948505,0.9983267188072205,38726,43787,35393,43909,1.0,1.0,0.1908276230096817,0.06139190122485161
32914.32,0.0025271845515817404,-0.32156607508659363,0.14863333106040955,0.04352850466966629,-0.022564519196748734,-0.00034549442352727056,0.07799705862998962,0.3009136915206909,-0.03492600470781326,-0.05685185641050339,0.26084497570991516,0.18929149210453033,0.021322043612599373,-0.008064965717494488,0.9984588027000427,38739,43783,35393,43912,1.0,1.0,0.1908276230096817,0.06139190122485161
32916.336,0.0025271845515817404,-0.32156607508659363,0.14863333106040955,0.04352850466966629,-0.022564519196748734,-0.00034549442352727056,0.07799705862998962,0.3009136915206909,-0.03492600470781326,-0.11976325511932373,0.5453466773033142,-0.05999480187892914,0.02122858725488186,-0.007801161613315344,0.9985281825065613,38749,47659,35393,47794,1.0,1.0,0.19158793985843658,0.06154945492744446
32918.337,0.0025271845515817404,-0.32156607508659363,0.14863333106040955,0.04352850466966629,-0.022564519196748734,-0.00034549442352727056,0.07799705862998962,0.3009136915206909,-0.03492600470781326,-0.016977885738015175,0.3226107656955719,-0.12666630744934082,0.02120859920978546,-0.007705195806920528,0.9988591074943542,38758,47657,35393,47796,1.0,1.0,0.19158793985843658,0.06154945492744446
32920.262,0.002273481572046876,-0.3214440643787384,0.14862653613090515,0.04254188388586044,-0.02207307331264019,-0.0003809385234490037,0.07799705862998962,0.3009136915206909,-0.03492600470781326,0.011304345913231373,-0.008957305923104286,-0.10657298564910889,0.021377084776759148,-0.008059502579271793,0.9998472929000854,38765,47656,35393,47798,1.0,1.0,0.19183775782585144,0.06185171753168106
32922.245,0.002273481572046876,-0.3214440643787384,0.14862653613090515,0.04254188388586044,-0.02207307331264019,-0.0003809385234490037,0.07799705862998962,0.3009136915206909,-0.03492600470781326,-0.018035011366009712,-0.07213451713323593,-0.1700071394443512,0.021614111959934235,-0.008487661369144917,1.0009597539901733,38770,47654,35393,47799,1.0,1.0,0.1911831498146057,0.06123762205243111
