timestamp,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.roll,stateEstimate.pitch,stateEstimate.yaw,gyro.x,gyro.y,gyro.z,acc.x,acc.y,acc.z,motor.m1,motor.m2,motor.m3,motor.m4,rlapp.nnOut0,rlapp.nnOut1,rlapp.nnOut2,rlapp.nnOut3
42489.703,1.7315123081207275,2.2610156536102295,0.16250930726528168,-0.004377249628305435,0.00969428475946188,-0.002223939634859562,-1.0097301006317139,-0.5464552044868469,-80.08460998535156,-0.04206988587975502,-0.19029474258422852,-0.058412618935108185,-0.015915043652057648,-0.01805485598742962,0.9992287158966064,36185,41206,32469,40705,1.0,0.8905068635940552,-0.28642478585243225,0.008671334013342857
42491.637,1.731486201286316,2.261047601699829,0.16248266398906708,-0.004567714873701334,0.009933496825397015,-0.0023327739909291267,-1.0075830221176147,-0.5473706126213074,-80.04962921142578,0.059807442128658295,-0.36671245098114014,-0.029274728149175644,-0.0165862999856472,-0.01800251007080078,1.000117301940918,36183,41205,32475,40705,1.0,0.8905068635940552,-0.28642478585243225,0.008671334013342857
42493.835,1.731486201286316,2.261047601699829,0.16248266398906708,-0.004567714873701334,0.009933496825397015,-0.0023327739909291267,-1.0075830221176147,-0.5473706126213074,-80.04962921142578,0.19798648357391357,-0.396434485912323,-0.042846307158470154,-0.017064981162548065,-0.018113065510988235,1.0007760524749756,36180,41204,32478,40706,1.0,1.0,-0.2303232103586197,-0.03745236620306969
42495.623,1.731486201286316,2.261047601699829,0.16248266398906708,-0.004567714873701334,0.009933496825397015,-0.0023327739909291267,-1.0075830221176147,-0.5473706126213074,-80.04962921142578,0.039088692516088486,-0.28101256489753723,-0.08345150202512741,-0.01696137897670269,-0.018034830689430237,1.0008639097213745,36175,41203,32480,40707,1.0,1.0,-0.2303232103586197,-0.03745236620306969
42497.56,1.731512427330017,2.2609899044036865,0.16249658167362213,-0.004460933152586222,0.009729771874845028,-0.002267870819196105,-1.0081517696380615,-0.5478240251541138,-80.08937072753906,-0.026408003643155098,-0.18885338306427002,-0.07779782265424728,-0.01639929972589016,-0.017761657014489174,1.0006823539733887,36170,41202,32485,40708,1.0,1.0,-0.23777073621749878,-0.04539983347058296
42499.589,1.731512427330017,2.2609899044036865,0.16249658167362213,-0.004460933152586222,0.009729771874845028,-0.002267870819196105,-1.0081517696380615,-0.5478240251541138,-80.08937072753906,0.004972631111741066,-0.1623033583164215,-0.09692361205816269,-0.015676142647862434,-0.0176408514380455,1.0006437301635742,36165,44118,32494,43625,1.0,1.0,-0.23777073621749878,-0.04539983347058296
42501.502,1.731512427330017,2.2609899044036865,0.16249658167362213,-0.004460933152586222,0.009729771874845028,-0.002267870819196105,-1.0081517696380615,-0.5478240251541138,-80.08937072753906,-0.003697679378092289,-0.09790079295635223,-0.17578056454658508,-0.015138072893023491,-0.017906948924064636,1.0008295774459839,36161,44117,32505,43626,1.0,1.0,-0.23777073621749878,-0.04539983347058296
42503.484,1.7315007448196411,2.261038064956665,0.16249911487102509,-0.0023776781745254993,0.008529857732355595,-0.0021152764093130827,-1.0083600282669067,-0.5450376868247986,-80.13113403320312,-0.0017350639682263136,0.018643856048583984,-0.451617032289505,-0.015059985220432281,-0.019134219735860825,1.0010044574737549,36157,44117,32519,43626,1.0,1.0,-0.23566554486751556,-0.04793870821595192
42505.498,1.7315007448196411,2.261038064956665,0.16249911487102509,-0.0023776781745254993,0.008529857732355595,-0.0021152764093130827,-1.0083600282669067,-0.5450376868247986,-80.13113403320312,-0.13420365750789642,0.02652699127793312,-0.9587350487709045,-0.014549789018929005,-0.020051777362823486,1.0010178089141846,36152,44117,32537,43627,1.0,1.0,-0.2356206625699997,-0.048772767186164856
42507.435,1.7315279245376587,2.260984182357788,0.16251054406166077,-0.0022707111202180386,0.008350016549229622,-0.0020620059221982956,-1.0090060234069824,-0.5453395843505859,-80.17063903808594,-0.276946485042572,-0.02082221210002899,-1.0038882493972778,-0.013760441914200783,-0.020052066072821617,1.001075267791748,36149,44117,32559,43627,1.0,1.0,-0.2356206625699997,-0.048772767186164856
